,Real Name,Birthplace,Date of Birth,wrestler_name,Weight and Height,Debut,Date of Death,Height,Weight
15817,Ernest M. Zeller,"Terre Haute, Indiana (United States of America)",1st September 1909,Ernie Zeller,238 lbs. (108 kg) at 6'1'' (1.85 m),,16th July 1987,,
15818,unknown,"Mexicali, Baja California (Mexico)",17th December 1984 (age 37),Rey Azteca,,5th November 2006 (15 years ago),,5'11'' (1.80 m),
15819,unknown,"Tijuana, Baja California (Mexico)",19th July 1990 (age 31),Zarco,170 lbs. (77 kg) at 5'5'' (1.65 m),24th July 2006 (15 years ago),,,
15822,Ivan Vakturoff,,3rd May 1900,Ivan Vakturoff,,,25th February 1972,,
15823,Homer Arthur Caddell,,19th February 1901,Harry Caddell,,,28th January 1976,,
15825,John Theobold,"New Orleans, Louisiana (United States of America)",1921,John Theobold,,,12th July 1986,,
15826,Miguel Torres Zaragoza,"Ciudad de México, Ciudad de México (Mexico)",24th September 1918,Miguel Torres,,,XXXX,,
15828,Ryan Shamrock,"San Diego, California (United States of America)",24th November 1988 (age 33),Ryan Shamrock,135 lbs. (61 kg) at 5'9'' (1.75 m),25th August 2007 (14 years ago),,,
15829,Ed Chuman,United States of America,4th November 1947,Ed Chuman,,,15th January 2010,,
15830,Jason Lee Smith,,29th May 1983,DJ Rizz,,2002,4th August 2009,,
15831,unknown,Veracruz de Ignacio de la Llave (Mexico),,Sangre y Fuego,,,,,
15832,unknown,Veracruz de Ignacio de la Llave (Mexico),,Blue Angel,,,,,
15833,unknown,Veracruz de Ignacio de la Llave (Mexico),,Kronos,,,,,
15834,Paul Gibson,"Hamilton, Ontario (Canada)",,Farmer Elmer Gibson,,??th July 1951,20th December 2009,,
15835,unknown,Veracruz de Ignacio de la Llave (Mexico),,Black Jack,,,,,
15836,unknown,Veracruz de Ignacio de la Llave (Mexico),,Rey Egipcio,,15th December 2001 (20 years ago),,,
15837,unknown,Veracruz de Ignacio de la Llave (Mexico),,El Aritmético,,,,,
15838,unknown,Veracruz de Ignacio de la Llave (Mexico),,Estigma,,,,,
15839,unknown,Veracruz de Ignacio de la Llave (Mexico),,Premier,,,,,
15841,unknown,Veracruz de Ignacio de la Llave (Mexico),,Guerrillero Camboyano,,,,,
15842,unknown,"Drummondville, Quebec (Canada)",,Miss Daisy ,115 lbs. (52 kg) at 5'7'' (1.70 m),8th August 2009 (12 years ago),,,
15843,Don A. Lirette,"Houma, Louisiana (United States of America)",22nd May 1968,Don Lirette,250 lbs. (113 kg) at 5'7'' (1.70 m),,30th April 2005,,
15845,Peter Denard Smith,"Tampa, Florida (United States of America)",12th November 1962,Slick the Butcher,320 lbs. (145 kg) at 6'1'' (1.85 m),1997,11th June 2005,,
15846,unknown,,,John Brooks,,,,,
15848,unknown,"Ruskin, Florida (United States of America)",,Chris Proctor,202 lbs. (92 kg) at 6'2'' (1.88 m),,,,
15851,Marcos da Matta,"Río de Janeiro, Río de Janeiro (Brazil)",18th March 1973 (age 48),Marcos da Matta,145 lbs. (66 kg) at 5'4'' (1.63 m),31st March 2007 (14 years ago),,,
15852,Pablo Alfonso,"Jacksonville, Florida (United States of America)",9th May 1983 (age 38),Pablo Alfonso,145 lbs. (66 kg) at 5'8'' (1.73 m),5th May 2000 (21 years ago),,,
15853,Anthony John Pierzynski,"Southampton, New York (United States of America)",30th December 1976 (age 45),AJ Pierzynski,,,,,
15854,William H. Clark,"Bowling Green, Kentucky (United States of America)",26th March 1925,The Great John L,,,6th November 2005,,
15855,unknown,,,Dr. Cube,,,,,
15857,unknown,,,DW Cycloptopuss III.,,,,,
15858,Kenda Pérez,"Newport Beach, California (United States of America)",18th May 1983 (age 38),Kenda Pérez,,,,5'7'' (1.70 m),
15859,unknown,,,Call-Me-Kevin,,,,,
15860,unknown,,,Giii the Space Pirate,,,,,
15861,Charles Perez,,,Dusto Bunny,,,,,
15866,José María Azzari Aceituno,Huehuetenango (Guatemala),10th November 1937,José Azzari,176 lbs. (80 kg) at 5'11'' (1.80 m),21st February 1964 (58 years ago),17th October 1988,,
15868,unknown,,,Franz Mrna,,,28th August 1963,,
15870,Donald Wayne Johnson,"Flat Creek, Missouri (United States of America)",15th December 1949 (age 72),Don Johnson,,,,,
15871,Mayuka Niizeki,"Tokyo, Tokyo (Japan)",16th January 1992 (age 30),Pinkie Mayuka ,128 lbs. (58 kg) at 5'1'' (1.55 m),28th October 2007 (14 years ago),,,
15872,Carolyn Kawasaki,"German Valley, Illinois (United States of America)",25th May 1962 (age 59),Caiya ,,17th June 2006 (15 years ago),,5'8'' (1.73 m),
15874,unknown,"Belleville, Michigan (United States of America)",,Austin Manix,,,,6'2'' (1.88 m),
15875,unknown,California (United States of America),,Blue Ranger,150 lbs. (68 kg) at 5'7'' (1.70 m),,,,
15876,unknown,"Las Vegas, Nevada (United States of America)",20th August 1985 (age 36),Cameron Skyy,198 lbs. (90 kg) at 6'1'' (1.85 m),,,,
15878,unknown,"Hell, Michigan (United States of America)",,Dragon Kreed,265 lbs. (120 kg) at 6'3'' (1.91 m),,,,
15879,unknown,"New York City, New York (United States of America)",,Jack Night,260 lbs. (118 kg) at 6'2'' (1.88 m),,,,
15880,unknown,"Wayne, Michigan (United States of America)",,Keith Calhoun,248 lbs. (112 kg) at 5'10'' (1.78 m),,,,
15882,unknown,"Iwamizawa, Hokkaido (Japan)",19th October 1982 (age 39),Hamuko Hoshi ,132 lbs. (60 kg) at 4'11'' (1.50 m),12th April 2008 (13 years ago),,,
15886,unknown,"Shibukawa, Gunma (Japan)",2nd August ???,Haruna Akagi ,114 lbs. (52 kg) at 4'11'' (1.50 m),16th September 2007 (14 years ago),,,
15887,unknown,"Tokyo, Tokyo (Japan)",9th July 1986 (age 35),Aika Ando ,106 lbs. (48 kg) at 5'3'' (1.60 m),19th October 2007 (14 years ago),,,
15888,Kaori Oki,"Saitama, Saitama (Japan)",31st October 1985 (age 36),Asuka Oki ,121 lbs. (55 kg) at 5'2'' (1.57 m),19th November 2006 (15 years ago),,,
15890,unknown,Japan,13th December 1990 (age 31),NOZOMI ,134 lbs. (61 kg) at 5'3'' (1.60 m),13th July 2008 (13 years ago),,,
15892,Johnny David Damon,"Fort Riley, Kansas (United States of America)",5th November 1973 (age 48),Johnny Damon,,,,,
15893,unknown,"Pittsburgh, Pennsylvania (United States of America)",3rd October 1953 (age 68),Dennis Miller,,,,,
15894,Mark Cuban,"Pittsburgh, Pennsylvania (United States of America)",31st July 1958 (age 63),Mark Cuban,,,,,
15895,unknown,"Kawasaki, Kanagawa (Japan)",10th February 1984 (age 38),Yuri Urai ,130 lbs. (59 kg) at 5'5'' (1.65 m),11th March 2006 (16 years ago),,,
15896,unknown,"Shizuoka, Shizuoka (Japan)",17th March 1985 (age 36),Yuko Motohashi ,114 lbs. (52 kg) at 5'1'' (1.55 m),8th May 2007 (14 years ago),,,
15897,Nagisa Nozaki,"Iruma, Saitama (Japan)",22nd November 1990 (age 31),Nagisa Nozaki ,123 lbs. (56 kg) at 5'6'' (1.68 m),3rd November 2006 (15 years ago),,,
15898,unknown,,29th July 1964 (age 57),Jackie Anderson,198 lbs. (90 kg) at 5'10'' (1.78 m),2nd February 1982 (40 years ago),,,
15900,unknown,"Jacksonville, Florida (United States of America)",30th October 1972 (age 49),Shane Eden,205 lbs. (93 kg) at 5'10'' (1.78 m),26th March 1997 (24 years ago),,,
15902,Kyoko Okada,Japan,,Kyoko Okada,,,,,
15903,unknown,Japan,,Mari Okagi,,,,,
15904,Miyoko Nakayama,Kyoto (Japan),10th October 1950 (age 71),Miyoko Hoshino ,,1st April 1969 (52 years ago),,,
15905,Bolormaa Erdenebileg,Ulaanbaatar (Mongolia),9th May 1985 (age 36),Esui ,130 lbs. (59 kg) at 5'7'' (1.70 m),5th May 2007 (14 years ago),,,
15906,Kyoko Hamaguchi,"Tokyo, Tokyo (Japan)",11th January 1978 (age 44),Kyoko Hamaguchi ,159 lbs. (72 kg) at 5'7'' (1.70 m),,,,
15907,unknown,"Yokohama, Kanagawa (Japan)",10th January 1967 (age 55),Akiko Narikuni ,143 lbs. (65 kg) at 5'4'' (1.63 m),13th November 2005 (16 years ago),,,
15908,Chiemi Kitagami,"Otaru, Hokkaido (Japan)",17th November 1982,Mirai ,143 lbs. (65 kg) at 5'6'' (1.68 m),20th September 2001 (20 years ago),14th September 2005,,
15909,Ayako Sato,"Tsuruoka, Yamagata (Japan)",4th January 1986 (age 36),Ayako Sato ,135 lbs. (61 kg) at 5'1'' (1.55 m),??th September 2001,,,
15911,Tomoko Morii,"Tama, Tokyo (Japan)",9th June 1978 (age 43),Tomoko Morii ,132 lbs. (60 kg) at 5'2'' (1.57 m),??th September 2001,,,
15912,unknown,France,16th February 1977 (age 45),Francoise ,,5th January 2007 (15 years ago),,,
15915,James David Rodríguez,"San Antonio, Texas (United States of America)",4th April 1976 (age 45),James Roday,,,,,
15916,Karim Dulé Hill,"East Brunswick, New Jersey (United States of America)",3rd May 1975 (age 46),Dulé Hill,,,,,
15919,Aiko Chiba,"Kurihara, Miyagi (Japan)",1948,Aiko Kyo ,,1st July 1967 (54 years ago),,,
15920,Yukie Nabeno,,,Yukie Nabeno ,,22nd December 1990 (31 years ago),,,
15922,Robin B. Smith,South Africa,,The Commandant,,1997,,,
15923,Adela Henninger,"Jacksonville, Florida (United States of America)",,Adela Antone ,138 lbs. (63 kg) at 5'7'' (1.70 m),,,,
15924,Verne Troyer,"Sturgis, Michigan (United States of America)",1st January 1969 (age 53),Verne Troyer,,,,2'8'' (0.81 m),
15925,John Michael Osbourne,"Birmingham, West Midlands, England (United Kingdom)",3rd December 1948 (age 73),Ozzy Osbourne,,,,,
15927,Fritz Brill,"Eschwege, Hessen (Germany)",13th November 1896,Fritz Brill,,,XXXX,,
15929,unknown,"Livonia, Michigan (United States of America)",,Rave Killbourn,188 lbs. (85 kg) at 6'3'' (1.91 m),,,,
15933,Alex Topka,"Berlin, Berlin (Germany)",12th August 1905,Alex Topka,,1930,5th July 1991,,
15934,Leon Stanislaw Pinecki,"Stolun, Lubuskie (Poland)",6th April 1893,Leo Pinetzki,282 lbs. (128 kg) at 6'8'' (2.03 m),,26th July 1949,,
15935,unknown,Poland,,Leo Grabowski,,,,6'11'' (2.11 m),
15938,unknown,"Pontiac, Michigan (United States of America)",,William J. OMalley,180 lbs. (82 kg) at 6'2'' (1.88 m),,,,
15939,unknown,"Los Angeles, California (United States of America)",,Wreckingball,400 lbs. (181 kg) at 6'0'' (1.83 m),,,,
15940,unknown,"Janakkala, Kanta-Häme (Finland)",,Muna Kujanpää,273 lbs. (124 kg) at 6'11'' (2.11 m),1934,,,
15941,unknown,,,Aimable de la Calmette,,,,,
15942,unknown,,,Vasil Kolew,,,,,
15943,Kyle Thomas Bush,"Las Vegas, Nevada (United States of America)",2nd May 1985 (age 36),Kyle Bush,,,,,
15944,Joseph Logano,"Middletown, Connecticut (United States of America)",24th May 1990 (age 31),Joey Logano,,,,,
15945,Emiko Kado,"Osaka, Osaka (Japan)",28th January 1976,Emiko Kado ,135 lbs. (61 kg) at 5'5'' (1.65 m),6th February 1999 (23 years ago),9th April 1999,,
15946,unknown,New Zealand,,Dave Cameron,,,,,
15947,unknown,,,Bobby Lane,,,,,
15950,unknown,Ontario (Canada),11th April ???,Alan Coulter,,2009,,,
15955,unknown,California (United States of America),,Tim Lovato,,2008,,5'6'' (1.68 m),
15956,unknown,"Waukesha, Wisconsin (United States of America)",1971,Jett Bennett,291 lbs. (132 kg) at 6'3'' (1.91 m),,,,
15957,Steven Stainsbury,"Waco, Texas (United States of America)",??th January 1982,The Sadist,240 lbs. (109 kg) at 6'2'' (1.88 m),,,,
15958,John Salter,"Gardendale, Alabama (United States of America)",21st March 1985 (age 36),John Salter,185 lbs. (84 kg) at 6'1'' (1.85 m),27th March 2009 (12 years ago),,,
15959,Ayako Seki,Japan,24th February 1984 (age 38),Ayako Seki ,,1999,,,
15961,unknown,"Tokyo, Tokyo (Japan)",18th April 1971 (age 50),Miki Handa ,132 lbs. (60 kg) at 5'3'' (1.60 m),23rd November 1987 (34 years ago),,,
15962,Aya Watanabe,"Takatsuki, Osaka (Japan)",17th November 1981 (age 40),Aya Yuki ,150 lbs. (68 kg) at 5'5'' (1.65 m),17th July 2006 (15 years ago),,,
15963,unknown,"Obihiro, Hokkaido (Japan)",21st June 1977 (age 44),Hiroyo Muto ,172 lbs. (78 kg) at 5'6'' (1.68 m),20th August 1998 (23 years ago),,,
15964,Nao Watanabe,"Tokyo, Tokyo (Japan)",12th January 1989 (age 33),NAO ,110 lbs. (50 kg) at 5'3'' (1.60 m),4th September 2004 (17 years ago),,,
15965,unknown,"Mississauga, Ontario (Canada)",23rd October 1984 (age 37),Kyle Davenport,182 lbs. (83 kg) at 6'2'' (1.88 m),??th May 2005,,,
15966,unknown,Japan,27th September 1969 (age 52),Megumi Grace Asano ,106 lbs. (48 kg) at 5'4'' (1.63 m),,,,
15967,Yuji Shimojima,"Higashimurayama, Tokyo (Japan)",7th July 1979 (age 42),Mr. Magic,163 lbs. (74 kg) at 5'6'' (1.68 m),23rd August 2002 (19 years ago),,,
15968,Kazuyoshi Sakai,"Suita, Osaka (Japan)",20th June 1975 (age 46),Kazuyoshi Sakai HG,211 lbs. (96 kg) at 6'1'' (1.85 m),2nd October 2005 (16 years ago),,,
15971,unknown,,,Dave Patera,,,,,
15972,unknown,,,Luxurious Lynne,,,,,
15973,unknown,"Brick Township, New Jersey (United States of America)",,Steve Zapf,,,,,
15980,unknown,"Nezahualcóyotl, Estado de México (Mexico)",10th April 1974 (age 47),SWAT Kat,165 lbs. (75 kg) at 5'3'' (1.60 m),1998,,,
15981,unknown,Baja California (Mexico),,TG Power,,,,,
15982,unknown,United States of America,,Milo Shizo,,,,,
15984,unknown,"Pittston, Pennsylvania (United States of America)",14th February 1986 (age 36),Chrissy Johnson ,,,,5'4'' (1.63 m),
15986,unknown,,1913,Eddie Palau,,1930,1st January 1994,,
15987,Debra Hunter Newkirk,Mississippi (United States of America),22nd March 1956,Tracy Richards ,120 lbs. (54 kg) at 5'2'' (1.57 m),1975,25th February 2007,,
15988,unknown,,,Bubba Kirk,272 lbs. (123 kg) at 6'4'' (1.93 m),,,,
15989,unknown,Ohio (United States of America),1982,Scott Prodigy,223 lbs. (101 kg) at 6'5'' (1.96 m),9th September 2007 (14 years ago),,,
15990,Chris Royce,"Indiana, Pennsylvania (United States of America)",1982,Chris Coleman,250 lbs. (113 kg) at 6'0'' (1.83 m),2003,,,
15991,unknown,"Johnstown, Pennsylvania (United States of America)",,Bill Collier,256 lbs. (116 kg) at 6'5'' (1.96 m),,,,
15992,unknown,Michigan (United States of America),,B.,165 lbs. (75 kg) at 6'0'' (1.83 m),,,,
15994,unknown,"Worcester, Worcestershire, England (United Kingdom)",,Lee Russell,,,,,230 lbs. (104 kg)
15995,unknown,,,Pat McGuinness,,,,,
15996,unknown,,,Mike Snyder,,,,,
15998,Eddie Farhat Jr.,Michigan (United States of America),,Captain Ed George,,2nd January 1977 (45 years ago),22nd March 2021,,
15999,unknown,Vis (Croatia),,John Burich,225 lbs. (102 kg) at 5'10'' (1.78 m),,,,
16000,unknown,,,Joe Palardy,,,,,
16001,unknown,,,Rex Arnold,,,,,
16002,Robert Clinton Weathers,"Hattiesburg, Mississippi (United States of America)",,Bob Adonis,,,22nd February 2012,,
16003,unknown,,,Royce Starr,,,,,
16004,Steve Riddle,"Burlington, North Carolina (United States of America)",,Rock Riddle,,,,,
16005,unknown,,,Paul Drake,,,,,
16006,Michael A. Wenner,"Virginia Beach, Virginia (United States of America)",,Mike Winner,238 lbs. (108 kg) at 5'10'' (1.78 m),1990,,,
16007,Joe Cazana,,,Joe Cazana,240 lbs. (109 kg) at 6'0'' (1.83 m),,,,
16008,unknown,,,Blare Rogers,,,,,
16009,unknown,,,Gordon P Samsonite,,,,,
16010,unknown,,,Christian Greed,,,,,
16011,unknown,,,Tommy Lee Danger,,,,,
16012,Wes Bake,,14th June 1977 (age 44),GQ Status,240 lbs. (109 kg) at 6'0'' (1.83 m),19th December 1997 (24 years ago),,,
16013,Gary Mercer II.,"Tampa, Florida (United States of America)",17th December 1975 (age 46),Merc the Cruiser,210 lbs. (95 kg) at 6'2'' (1.88 m),4th June 1994 (27 years ago),,,
16014,unknown,"London, Greater London, England (United Kingdom)",1985,Tom Lambert,,,,,
16017,unknown,"Shamokin, Pennsylvania (United States of America)",25th November 1918,George Holmes,,,19th February 1985,,
16018,Henry Winford Harrell,"New Orleans, Louisiana (United States of America)",1923,Henry Harrell,,,18th June 2000,,
16019,unknown,,,Bob Shipp,,,,,
16020,Michael Patrick Flood,United States of America,21st August 1964,Bruiser Blackwell,479 lbs. (217 kg) at 6'3'' (1.91 m),,25th January 2010,,
16021,unknown,,,Al Schnell,,,,,
16022,Robert Harry Grimbley,,24th October 1934,Hurricane Smith,,1954,1st April 2017,,
16023,unknown,,,TK Hammer,,,,,
16024,Joe Lee Tibbs,"Paris, Illinois (United States of America)",21st November 1984 (age 37),Chester Jinx,,,,5'9'' (1.75 m),
16025,unknown,"Tampa, Florida (United States of America)",,Rattler Red,200 lbs. (91 kg) at 6'1'' (1.85 m),1978,,,
16026,unknown,,,Roy Schießl,,,,,
16027,unknown,"Tampa, Florida (United States of America)",,Art Strong,270 lbs. (122 kg) at 5'7'' (1.70 m),,,,
16032,unknown,New Jersey (United States of America),,Demo,80 lbs. (36 kg) at 3'6'' (1.07 m),,,,
16033,unknown,"New York City, New York (United States of America)",,Leon Ravage,275 lbs. (125 kg) at 6'4'' (1.93 m),2nd March 2003 (19 years ago),,,
16034,unknown,,,Ray Ayala,,,,,
16035,unknown,"Ruskin, Florida (United States of America)",,Nitro Nick,138 lbs. (63 kg) at 5'11'' (1.80 m),,,,
16036,David Moreno,"New York City, New York (United States of America)",20th May 1974 (age 47),Ricky Romeo,215 lbs. (98 kg) at 6'1'' (1.85 m),,,,
16038,Donnie York,"Birmingham, Alabama (United States of America)",30th May 1975 (age 46),Donnie York,185 lbs. (84 kg) at 5'8'' (1.73 m),,,,
16040,unknown,,,Vinny Valiant,,,,,
16043,Cindy Bachman,"Cincinnati, Ohio (United States of America)",,Sin-D ,115 lbs. (52 kg) at 5'6'' (1.68 m),,,,
16044,unknown,United States of America,,Amanda Ruffen ,,,,,
16048,Alexander Abrahantes,United States of America,,Yutzak Arafat,181 lbs. (82 kg) at 5'10'' (1.78 m),,,,
16049,Jason Abregana,,26th December 1966,Hawaiian Kid,220 lbs. (100 kg) at 5'7'' (1.70 m),1982,16th February 2017,,
16050,Megan Marie Abshire,"Kaplan, Louisiana (United States of America)",1st December 1985 (age 36),Megan Abshire,165 lbs. (75 kg) at 5'8'' (1.73 m),,,,
16051,Mohammed Joseph Abu-Ghannam,"Mitchell, South Dakota (United States of America)",1986,Joseph Brooks,196 lbs. (89 kg) at 5'10'' (1.78 m),6th June 2004 (17 years ago),,,
16053,unknown,"New York City, New York (United States of America)",18th February 1901,Paul Berlenbach,192 lbs. (87 kg) at 5'10'' (1.78 m),20th April 1929 (92 years ago),30th September 1985,,
16054,Edward Ralph Capral,"Newark, New Jersey (United States of America)",7th September 1926,Ed Capral,,,15th April 1997,6'0'' (1.83 m),
16055,Robert E. Dicks Jr.,"Baton Rouge, Louisiana (United States of America)",1970,Slick Robbie D,220 lbs. (100 kg) at 6'2'' (1.88 m),,18th February 2002,,
16056,Alfred Spittles,United Kingdom,1908,Al Hamilton,,,17th September 1995,,
16057,Eric Mueller,,1904,Lou Mueller,,,20th August 1967,,
16058,David Henry Jones,"Provo, Utah (United States of America)",16th December 1889,Henry Jones,,,12th April 1967,5'7'' (1.70 m),
16059,Friederich Holmstead Mortensen,"Varde, Syddanmark (Denmark)",30th April 1888,Fred Mortensen,,,10th April 1980,,
16060,Frank J. Liska Sr.,"Milwaukee, Wisconsin (United States of America)",17th August 1917,Frank Liska,,,23rd January 1996,,
16063,unknown,"Mishima, Shizuoka (Japan)",28th July 1914,Toshio Yamaguchi,254 lbs. (115 kg) at 5'11'' (1.80 m),,XXXX,,
16064,unknown,"Louisville, Kentucky (United States of America)",1932,Doug Kinslow,,1958,,,
16066,Chikara Takeuchi,"Saiki, Oita (Japan)",4th January 1964 (age 58),King RIKI,,26th July 2009 (12 years ago),,,
16069,Rolls Gracie,"Río de Janeiro, Río de Janeiro (Brazil)",28th March 1951,Rolls Gracie,,,6th June 1982,,
16070,Shun'ichi Shikuma,Hawaii (United States of America),1905,Shun'ichi Shikuma,209 lbs. (95 kg) at 6'0'' (1.83 m),,1960,,
16072,Ronys Torres Da Cunha,"Manacapuru, Amazonas (Brazil)",,Ronys Torres,155 lbs. (70 kg) at 5'7'' (1.70 m),17th June 2006 (15 years ago),,,
16073,unknown,,29th March 1942 (age 79),Bob Lurtsema,,,,,
16075,unknown,United Kingdom,,Jackie Polo,240 lbs. (109 kg) at 6'2'' (1.88 m),30th May 2009 (12 years ago),,,
16076,unknown,"Glasgow, Glasgow, Scotland (United Kingdom)",,Jam O'Malley,,,,,
16077,unknown,"Glasgow, Glasgow, Scotland (United Kingdom)",,Joe Kerr,,,,,
16078,unknown,"Glasgow, Glasgow, Scotland (United Kingdom)",,Sean Mark Sweeney,229 lbs. (104 kg) at 6'1'' (1.85 m),27th November 2009 (12 years ago),,,
16082,unknown,Seoul (South Korea),27th March 1985 (age 36),Kim Nam Seok,216 lbs. (98 kg) at 5'9'' (1.75 m),18th May 2008 (13 years ago),,,
16085,unknown,"Toronto, Ontario (Canada)",4th February ???,Will Hunter,260 lbs. (118 kg) at 6'3'' (1.91 m),1998,,,
16087,unknown,"Edmonton, Alberta (Canada)",15th October 1986 (age 35),Jesse Youngblood,333 lbs. (151 kg) at 6'2'' (1.88 m),9th May 2003 (18 years ago),,,
16088,Ryan Lebel,"Edmonton, Alberta (Canada)",31st January 1987 (age 35),Corben Strife,190 lbs. (86 kg) at 5'9'' (1.75 m),16th April 2006 (15 years ago),,,
16089,unknown,"Montréal, Quebec (Canada)",,Johnny Jack Spade,224 lbs. (102 kg) at 6'2'' (1.88 m),,,,
16090,unknown,"Edmonton, Alberta (Canada)",18th December 1984 (age 37),William Saint,180 lbs. (82 kg) at 5'6'' (1.68 m),,,,
16091,Alexander Daken Peckham,Canada,5th July 1905,Alex Peckham,,,2nd January 1989,,
