,Real Name,Birthplace,Date of Birth,wrestler_name,Weight and Height,Debut,Date of Death,Weight,Height
23155,Regis Tispun Bereschel,"Plancoët, Bretagne (France)",1987,Teo Tispun,,2006,,,5'10'' (1.78 m)
23156,unknown,France,,Mike Skills,,,,,
23157,unknown,United Kingdom,,The Thunder Dragon,196 lbs. (89 kg) at 5'11'' (1.80 m),,,,
23158,unknown,United Kingdom,,Ash Draven,160 lbs. (73 kg) at 5'9'' (1.75 m),,,,
23159,unknown,United Kingdom,,Jonathan Windsor,205 lbs. (93 kg) at 6'1'' (1.85 m),,,,
23160,unknown,United Kingdom,,K-Fro,195 lbs. (88 kg) at 5'11'' (1.80 m),,,,
23162,unknown,,,Matt Money,180 lbs. (82 kg) at 5'11'' (1.80 m),,,,
23164,unknown,Tamaulipas (Mexico),,Koryo,,,,,
23165,Oliver Plöger,Germany,,Flying Schäferhund,,21st November 2011 (10 years ago),,,
23167,Monroe H. Gage III.,,,Danny Gage,,,,,
23168,unknown,Chihuahua (Mexico),,Silver King Jr.,,,,,
23169,unknown,Región de Valparaíso (Chile),8th May 1994 (age 27),Imanya Rea,,13th August 2011 (10 years ago),,,
23170,unknown,Chile,17th December 1991 (age 30),Insomnio,110 lbs. (50 kg) at 5'3'' (1.60 m),2009,,,
23171,unknown,Tamaulipas (Mexico),,Sicario Jr.,223 lbs. (101 kg) at 5'4'' (1.63 m),1988,,,
23173,unknown,Tamaulipas (Mexico),,Zorrilito #1,185 lbs. (84 kg) at 5'7'' (1.70 m),2010,,,
23174,unknown,Tamaulipas (Mexico),,Zorrilito #2,145 lbs. (66 kg) at 5'4'' (1.63 m),2010,,,
23175,Lili Flanders,"Ciudad de México, Ciudad de México (Mexico)",,Lili ,,,,,
23176,unknown,Puebla (Mexico),8th November 1988 (age 33),Dinamikoo,172 lbs. (78 kg) at 5'9'' (1.75 m),15th August 2008 (13 years ago),,,
23179,unknown,,,Kao Storm,,,,,
23180,Mitch Shaffner,"Townsend, Delaware (United States of America)",,Big Country,,,,,
23183,unknown,,,Michael Sweetser,217 lbs. (98 kg) at 5'1'' (1.55 m),23rd September 2006 (15 years ago),,,
23184,unknown,"Vancouver, British Columbia (Canada)",14th July 1992 (age 29),Sammy Hall ,156 lbs. (71 kg) at 5'6'' (1.68 m),,,,
23185,unknown,"Prince Albert, Saskatchewan (Canada)",25th October 1989 (age 32),Andy Bird,,,,,
23187,Cynthia Ann Stephanie Lauper,"New York City, New York (United States of America)",22nd June 1953 (age 68),Cyndi Lauper ,,23rd July 1984 (37 years ago),,,5'3'' (1.60 m)
23188,unknown,"Coquitlam, British Columbia (Canada)",,Red Denero,180 lbs. (82 kg) at 5'10'' (1.78 m),,,,
23189,Tariq Ghani,"Calgary, Alberta (Canada)",,TARIK,189 lbs. (86 kg) at 5'10'' (1.78 m),2007,,,
23190,James F. Beaton Sr.,"Woburn, Massachusetts (United States of America)",4th February 1916,Jim Beaton,,1932,1st March 2006,,
23191,Matthew Nebeker,"Chicago, Illinois (United States of America)",16th June 1986 (age 35),Ethan HD,205 lbs. (93 kg) at 5'9'' (1.75 m),,,,
23192,unknown,United States of America,,Josh Jackson,,,,,
23193,Julie Arbour,"Montréal, Quebec (Canada)",,Missy ,140 lbs. (64 kg) at 5'6'' (1.68 m),,,,
23194,unknown,"Sherbrooke, Quebec (Canada)",,Loue ,,,,,
23195,unknown,Canada,,Xorphia Vexx ,160 lbs. (73 kg) at 5'8'' (1.73 m),,,,
23196,unknown,Canada,,Moonlight ,,,,,
23197,unknown,"Sainte-Anne-des-Plaines, Quebec (Canada)",9th October 1985 (age 36),Pat Guénette,205 lbs. (93 kg) at 5'8'' (1.73 m),2001,,,
23198,Alexandre LeBlanc,"Gaspé, Quebec (Canada)",26th January 1979 (age 43),Alextreme,242 lbs. (110 kg) at 6'2'' (1.88 m),,,,
23199,Geneviève Bernier,"Sherbrooke, Quebec (Canada)",,Kira ,130 lbs. (59 kg) at 5'6'' (1.68 m),2009,,,
23200,unknown,"Saint-Hyacinthe, Quebec (Canada)",28th February 1988 (age 34),Thomas Dubois,235 lbs. (107 kg) at 6'3'' (1.91 m),,,,
23201,unknown,"Toronto, Ontario (Canada)",,Leon Saver,165 lbs. (75 kg) at 5'8'' (1.73 m),,,,
23202,unknown,Canada,,Segolene ,,,,,
23203,Mélody Richard,"Cookshire-Eaton, Quebec (Canada)",,Milouu ,125 lbs. (57 kg) at 5'3'' (1.60 m),,,,
23204,unknown,Região Autónoma dos Açores (Portugal),,Luis Aveiro,165 lbs. (75 kg) at 5'5'' (1.65 m),26th September 2009 (12 years ago),,,
23205,Rachel Guérin,Quebec (Canada),,Mademoiselle Rachelle,145 lbs. (66 kg) at 5'1'' (1.55 m),,,,
23206,unknown,"Bakersfield, California (United States of America)",,Timothy Krane,170 lbs. (77 kg) at 5'8'' (1.73 m),13th March 2010 (12 years ago),,,
23207,Sébastien Théberge,"Granby, Quebec (Canada)",,Mitch Thompson,160 lbs. (73 kg) at 5'10'' (1.78 m),2006,,,
23208,unknown,Quebec (Canada),,Prince Kiol,215 lbs. (98 kg) at 5'10'' (1.78 m),2009,,,
23209,unknown,Quebec (Canada),1993,Travis Toxic,145 lbs. (66 kg) at 5'6'' (1.68 m),,,,
23210,unknown,Quebec (Canada),,Zack Sparrow,145 lbs. (66 kg) at 5'6'' (1.68 m),,,,
23211,unknown,Canada,,Victor Graves,201 lbs. (91 kg) at 5'10'' (1.78 m),,,,
23212,unknown,"Montréal, Quebec (Canada)",,Mike Gibson,301 lbs. (137 kg) at 6'1'' (1.85 m),,,,
23213,unknown,Quebec (Canada),,Jack Frost,,,,,5'10'' (1.78 m)
23215,Sandor Vari,Csongrád (Hungary),,Sandor Vary,,16th December 1935 (86 years ago),XXXX,,
23216,unknown,"Niagara Falls, Ontario (Canada)",,Terry Blaze,145 lbs. (66 kg) at 5'6'' (1.68 m),,,,
23218,unknown,,,Cecil Cerveza,,2005,,,
23219,unknown,Illinois (United States of America),9th September 1983 (age 38),Matt Maverick,,,,,
23220,unknown,"Barrie, Ontario (Canada)",,Gabriella Vanderpool ,,,,,
23222,unknown,"Morristown, Tennessee (United States of America)",,Keith Knox,253 lbs. (115 kg) at 6'5'' (1.96 m),,,,
23223,unknown,"Kingsport, Tennessee (United States of America)",,Wayne Adkins,169 lbs. (77 kg) at 5'10'' (1.78 m),,,,
23224,unknown,"Kingsport, Tennessee (United States of America)",1982,Tony Givens,196 lbs. (89 kg) at 6'0'' (1.83 m),2000,,,
23225,unknown,,,Menace,220 lbs. (100 kg) at 6'5'' (1.96 m),,,,
23226,unknown,"New York City, New York (United States of America)",,Tommy Daniels,,,,,
23227,Zachary Chitwood,Georgia (United States of America),17th May 1989 (age 32),Zach Daniels,204 lbs. (93 kg) at 6'0'' (1.83 m),25th April 2009 (12 years ago),,,
23228,unknown,"Eldon, Missouri (United States of America)",12th October 1982 (age 39),Lucy Mendez ,,,,,5'5'' (1.65 m)
23229,unknown,Mexico,,La Tesorito,,,,,
23230,unknown,United States of America,,Sandra Kowal,,,,,
23231,Moisés de la Torre,"Tampico, Tamaulipas (Mexico)",14th September 1971 (age 50),Príncipe Orquídea,243 lbs. (110 kg) at 6'1'' (1.85 m),1986,,,
23232,unknown,Tamaulipas (Mexico),1987,Lady Queen,154 lbs. (70 kg) at 5'7'' (1.70 m),??th March 2010,,,
23233,unknown,"Calgary, Alberta (Canada)",,Derek Platinum,244 lbs. (111 kg) at 6'1'' (1.85 m),26th September 2010 (11 years ago),,,
23234,unknown,Tel Aviv-Jaffa (Israel),,Tomer Shalom,255 lbs. (116 kg) at 6'2'' (1.88 m),2010,,,
23235,unknown,"Seattle, Washington (United States of America)",,Ryan Ruks,220 lbs. (100 kg) at 6'4'' (1.93 m),15th August 2010 (11 years ago),,,
23240,Alberto Contreras Estrada,"Guadalajara, Jalisco (Mexico)",1982,Láser Boy,,1997,,,
23241,Daniel Parker,"Oshawa, Ontario (Canada)",,D-Man,145 lbs. (66 kg) at 6'0'' (1.83 m),28th May 2010 (11 years ago),,,
23242,Narciso Rodríguez Guarin,Venezuela,1930,El Cóndor de los Andes,,,28th March 2012,,
23243,unknown,Ontario (Canada),25th November 1987 (age 34),Maybach Beta,247 lbs. (112 kg) at 6'3'' (1.91 m),,,,
23244,Jesse Scott,,,Tiberious King,,,,,
23246,unknown,Tamaulipas (Mexico),,Poseidon,202 lbs. (92 kg) at 5'7'' (1.70 m),??th May 2009,,,
23247,unknown,"Myrtle Beach, South Carolina (United States of America)",,Keith Haught,205 lbs. (93 kg) at 5'8'' (1.73 m),,,,
23248,unknown,United States of America,,Jeremy Flynt,,,,,
23249,unknown,"Toronto, Ontario (Canada)",,Farhan Farouqi,187 lbs. (85 kg) at 5'6'' (1.68 m),??th June 2010,,,
23250,unknown,"Vaughan, Ontario (Canada)",,Mario,190 lbs. (86 kg) at 5'10'' (1.78 m),,,,
23251,unknown,"Vaughan, Ontario (Canada)",,Mike,190 lbs. (86 kg) at 5'10'' (1.78 m),,,,
23252,unknown,"Milton, Ontario (Canada)",,Jason Chase,210 lbs. (95 kg) at 5'10'' (1.78 m),,,,
23253,Patrick Watson,"Toronto, Ontario (Canada)",,Preston Myles,170 lbs. (77 kg) at 6'0'' (1.83 m),,,,
23255,unknown,"Philadelphia, Pennsylvania (United States of America)",,Sienna Duvall ,150 lbs. (68 kg) at 5'4'' (1.63 m),2007,,,
23256,unknown,,,Bud Delcourt,,,,,
23257,Omelio Agramonte,Camagüey (Cuba),17th August 1924 (age 97),Omelio Agramonte,,,,,
23258,unknown,,,Al Maynard,,,,,
23259,Arthur Flynn,"Lawrence, Massachusetts (United States of America)",2nd December 1906,Arthur Flynn,165 lbs. (75 kg) at 5'10'' (1.78 m),,27th December 1985,,
23260,Jack Gagnon,"Roberval, Quebec (Canada)",1st September 1904,Jack Gagnon,190 lbs. (86 kg) at 5'11'' (1.80 m),,XXXX,,
23261,Alma Chaidez,,,Great Cheyenne ,180 lbs. (82 kg) at 5'10'' (1.78 m),2001,,,
23262,unknown,"Nashville, Tennessee (United States of America)",18th June 1970 (age 51),Lady Amazon,170 lbs. (77 kg) at 6'0'' (1.83 m),1988,,,
23263,unknown,"Sheffield, South Yorkshire, England (United Kingdom)",4th August 1989 (age 32),Violet O'Hara ,106 lbs. (48 kg) at 4'11'' (1.50 m),,,,
23266,unknown,Canada,,Eddington James,195 lbs. (88 kg) at 5'10'' (1.78 m),19th August 2000 (21 years ago),,,
23267,unknown,"Cartwright, Newfoundland and Labrador (Canada)",,Cecil Nyx,,30th January 2010 (12 years ago),,,5'8'' (1.73 m)
23268,unknown,"Carleton Place, Ontario (Canada)",,Derric Hamilton,212 lbs. (96 kg) at 5'8'' (1.73 m),30th January 2010 (12 years ago),,,
23269,unknown,Canada,,Danny Franchise,180 lbs. (82 kg) at 6'1'' (1.85 m),29th May 2010 (11 years ago),,,
23270,Michelle Cooper,"Toronto, Ontario (Canada)",28th September ???,Jewells Malone ,132 lbs. (60 kg) at 5'4'' (1.63 m),??th August 2011,,,
23271,unknown,"New York City, New York (United States of America)",24th August 1989 (age 32),Aida Marie ,99 lbs. (45 kg) at 5'2'' (1.57 m),7th November 2009 (12 years ago),,,
23272,unknown,Thành phö Hö Chí Minh (Vietnam),,Mr. Saki,172 lbs. (78 kg) at 5'5'' (1.65 m),31st July 2010 (11 years ago),,,
23275,unknown,Canada,,Jay Moore,,2006,,,
23277,Harold Cornsweet,"Cleveland, Ohio (United States of America)",5th April 1908,Harry Cornsweet,,,??th January 1990,,
23278,Albert Charles Cornsweet,"Cleveland, Ohio (United States of America)",16th July 1906,Al Cornsweet,,,16th October 1991,,
23279,unknown,Italy,7th June 1905,Rudy Cavell,,,23rd May 1975,,
23280,unknown,"Cambridge, Ontario (Canada)",15th February 1992 (age 30),Brandon Flip,,??th July 2009,,175 lbs. (79 kg),
23281,unknown,Canada,2nd July 1982 (age 39),Razz Mansour,200 lbs. (91 kg) at 5'11'' (1.80 m),2001,,,
23282,unknown,Canada,2nd July 1982 (age 39),Koko Mansour,200 lbs. (91 kg) at 5'11'' (1.80 m),2001,,,
23283,unknown,,,Holly Hatchet,125 lbs. (57 kg) at 5'11'' (1.80 m),2010,,,
23284,Abraham Nicholas Ed,"Beaumont, Texas (United States of America)",2nd December 1911,Abie Edd,,,26th July 1986,,6'1'' (1.85 m)
23285,unknown,,,Thomas Leroy Cooter,,,,,
23286,unknown,,,Bull McGuire,,,,,
23287,unknown,Newfoundland and Labrador (Canada),,Dave Ash,,,,,
23288,unknown,Newfoundland and Labrador (Canada),,Peter Walley Illustrated,,,,,
23289,unknown,Canada,,Psycho Mitch,,,,,
23290,unknown,Canada,,Pyro,,,,,
23291,unknown,Newfoundland and Labrador (Canada),,Jonny Xtreme,,,,,
23292,unknown,Canada,,Tommy Manson,,,,,
23295,unknown,Canada,,Darren Storm,,,,,
23296,unknown,Canada,,Jason Burry,,,,,
23297,Rick Bennett,Canada,,Rick Bennett,,,,,
23298,unknown,Canada,,Lil' Villain,,,,,
23299,Paul Bennett,Canada,,Ace Bennett,,,,,
23300,unknown,Canada,,Nelson Bragg,,,,,
23301,unknown,,,Nick Protopapas,,,,,
23302,unknown,,,George Kiatta,,,,,
23303,unknown,Canada,,Quentin Barboni,,,,,
23306,unknown,Texas (United States of America),1987,Mark Wilson,,,,,
23307,unknown,"Amarillo, Texas (United States of America)",1987,Jeremiah St. James,229 lbs. (104 kg) at 6'0'' (1.83 m),2004,,,
23308,unknown,"Amarillo, Texas (United States of America)",24th June 1987 (age 34),Brice Payne,180 lbs. (82 kg) at 5'11'' (1.80 m),2003,,,
23309,unknown,Estado de México (Mexico),,Star Tiger,,,,,
23310,Óscar Beltrán,Spain,,Kidman,183 lbs. (83 kg) at 5'8'' (1.73 m),,,,
23314,Tomás Riande Iglesias,"Veracruz, Veracruz de Ignacio de la Llave (Mexico)",18th August 1929,Tomás Riande,185 lbs. (84 kg) at 5'9'' (1.75 m),1953,15th March 1965,,
23315,unknown,"Charleston, South Carolina (United States of America)",20th August ???,Byron Bones,,,,,
23316,Tim Stringer,United States of America,,Thurston Cade,,,,,
23317,Glenn Underwood Jr.,Kentucky (United States of America),6th May ???,Sean Bane,,,,,
23318,unknown,United States of America,,Al Steele,,,,,
23320,unknown,United States of America,,James Von Erich,,,,,
23322,unknown,Ohio (United States of America),18th September 1989 (age 32),Lil Naughty ,,,,,
23324,unknown,,22nd August 1944 (age 77),Bobby Helton,,,,,
23326,unknown,,,K-Lo,,,,,
23327,Caleb Kelly,"Lawrenceburg, Kentucky (United States of America)",7th July 1990 (age 31),Chris Majors,,2010,,,
23328,unknown,"Frankfort, Kentucky (United States of America)",12th December 1987 (age 34),Matt Stephens,,,,,
23331,unknown,Australia,,Magnum Holmes,201 lbs. (91 kg) at 6'1'' (1.85 m),20th November 2011 (10 years ago),,,
23332,unknown,Australia,,Charlene West-Dee ,,2011,,,
23333,unknown,"Appin, New South Wales (Australia)",,Man Mountain Grizzly,311 lbs. (141 kg) at 6'8'' (2.03 m),,,,
23334,Chris Smith,"Louisville, Kentucky (United States of America)",17th April ???,Christian Skyfire,,,,,
23335,unknown,"Lexington, Kentucky (United States of America)",7th July 1971 (age 50),Jimmy Lamb,,,,,
23336,Justin Morris,United States of America,28th March 1993 (age 28),Austin Tyler Morris,175 lbs. (79 kg) at 5'7'' (1.70 m),23rd April 2011 (10 years ago),,,
23338,unknown,"Central City, Kentucky (United States of America)",,Ray Waddell,,,,,
23340,unknown,Mexico,,Myzteziz Jr.,,,,,
23341,unknown,Australia,,Wade Champion,,,,,
23342,unknown,Australia,,Dread,,,,,
23343,unknown,Australia,,Sheik El Zacqwi,,,,,
23344,unknown,Australia,,The Enforcer,,,,,
23345,unknown,Australia,,Klay Kannon,,,,,
23346,unknown,Australia,,Tre,,,,,
23347,unknown,Australia,,Mattew Pace,,,,,
23348,unknown,Australia,,Seth Kincaid,187 lbs. (85 kg) at 6'0'' (1.83 m),29th October 2011 (10 years ago),,,
23351,Josh Baber,"Winchester, Kentucky (United States of America)",12th July 1986 (age 35),Marcus Mathers,,2010,,,
23353,unknown,Ontario (Canada),,Idris Abraham,200 lbs. (91 kg) at 6'0'' (1.83 m),,,,
23355,Simeon Thoresen,"Sandefjord, Vestfold (Norway)",14th March 1984 (age 38),Simeon Thoresen,170 lbs. (77 kg) at 6'2'' (1.88 m),19th August 2006 (15 years ago),,,
23356,Yoislandy Izquierdo,La Habana (Cuba),9th January 1984 (age 38),Yoislandy Izquierdo,155 lbs. (70 kg) at 5'11'' (1.80 m),30th April 2010 (11 years ago),,,
23357,Magnus William Cedenblad,"Stockholm, Stockholms (Sweden)",10th April 1982 (age 39),Magnus Cedenblad,185 lbs. (84 kg) at 6'3'' (1.91 m),20th April 2007 (14 years ago),,,
23360,Luis Enrique García,"Guadalajara, Jalisco (Mexico)",2nd May 1993 (age 28),El Mercurio Jr.,,2009,,,
23361,unknown,Guerrero (Mexico),,Ángel o Demonio,,,,,
23362,unknown,,,Deeno,191 lbs. (87 kg) at 5'11'' (1.80 m),,,,
23363,Jack Coulter,,17th September 1913,Jack Coulter,,,XXXX,,
23364,unknown,Osaka (Japan),27th September 2001 (age 20),Bulldozer Amisa ,165 lbs. (75 kg) at 5'0'' (1.52 m),2nd September 2021,,,
23365,unknown,Mexico,,The Mummy,,,,,
23366,unknown,Mexico,1987,Charly Madrid,,2000,,,
23367,unknown,"Quebec City, Quebec (Canada)",,Simon Martel,180 lbs. (82 kg) at 6'0'' (1.83 m),,,,
23368,Martin Girard,Quebec (Canada),,Clasher,195 lbs. (88 kg) at 5'8'' (1.73 m),,,,
23369,unknown,Quebec (Canada),,Tom LeBlond,152 lbs. (69 kg) at 5'10'' (1.78 m),,,,
23370,unknown,"Saguenay, Quebec (Canada)",,Tom LeBrun,155 lbs. (70 kg) at 6'1'' (1.85 m),,,,
23371,unknown,"Saguenay, Quebec (Canada)",,Judas,224 lbs. (102 kg) at 6'1'' (1.85 m),,,,
23372,unknown,Quebec (Canada),,Pauly Platinum,210 lbs. (95 kg) at 6'1'' (1.85 m),,,,
23373,unknown,Quebec (Canada),,Carl Choquette,240 lbs. (109 kg) at 5'9'' (1.75 m),,,,
23374,unknown,"Quebec City, Quebec (Canada)",,Giovanni,230 lbs. (104 kg) at 6'3'' (1.91 m),,,,
23375,unknown,Quebec (Canada),,Lily,,,,,
23376,unknown,"Quebec City, Quebec (Canada)",,Radd Adams,160 lbs. (73 kg) at 5'9'' (1.75 m),,,,
23377,unknown,"Quebec City, Quebec (Canada)",,Pee-Wee,200 lbs. (91 kg) at 6'0'' (1.83 m),,,,
23378,unknown,"Sainte-Thérèse, Quebec (Canada)",,HC Ryder,161 lbs. (73 kg) at 5'7'' (1.70 m),,,,
23379,unknown,"Saint-Casimir, Quebec (Canada)",,Matt Falco,220 lbs. (100 kg) at 6'5'' (1.96 m),,,,
23381,unknown,United Kingdom,,Kruiz,210 lbs. (95 kg) at 5'10'' (1.78 m),??th September 1996,,,
23382,William Lawrence Hamilton,"San Antonio, Texas (United States of America)",20th September 1970 (age 51),Big Dogg,265 lbs. (120 kg) at 6'1'' (1.85 m),21st September 2000 (21 years ago),,,
23383,unknown,Ontario (Canada),3rd September 1984 (age 37),Kennith Crises,190 lbs. (86 kg) at 5'10'' (1.78 m),25th February 2006 (16 years ago),,,
23384,unknown,United States of America,,Bandolero,,,,,
23385,unknown,Mexico,,Molusco ,,,,,
23386,unknown,Mexico,,Molusco Jr.,,,,,
23388,Manohar Basnet,,,Maxx B,,,,,
23389,Harjeet Singh ,,,Shera,,,,,
23390,Manjit Singh,,,Aaghori Saaya,,,,,
23391,unknown,,,Barood,,,,,
23392,Saurav Gurjar,"Gwalior, Madhya Pradesh (India)",5th June 1984 (age 37),Sanga,,2011,,,
23395,Harbhajan Singh Plaha,"Jalandhar, Punjab (India)",3rd July 1980 (age 41),Harbhajan Singh,,,,,
23396,Jagjiwan Singh,"Amritsar, Punjab (India)",,Jazzy Lahoria,,,,,
23397,unknown,,,Jwala,,,,,
23398,Vikash Kumar,Haryana (India),,Pagal Parinda,,,,,
23399,Sarvesh Kumar,Uttar Pradesh (India),,Zoravar,,,,,4'0'' (1.22 m)
23400,Dinesh Kumar Rapta,,,Romeo Rapta,,,,,
23402,unknown,"Vigo, Galicia (Spain)",,El Celta,165 lbs. (75 kg) at 5'5'' (1.65 m),,,,
23403,unknown,Ghana,,Kojo,,,,,
23405,unknown,Switzerland,,Peter Love,231 lbs. (105 kg) at 6'1'' (1.85 m),15th March 2008 (14 years ago),,,
23406,unknown,Switzerland,,Ragnarok,,,,,
23407,unknown,Switzerland,,Skarin,185 lbs. (84 kg) at 5'8'' (1.73 m),24th October 2009 (12 years ago),,,
23408,unknown,United Kingdom,,Spyda,,,,,
23409,unknown,,,Big Patthani,,,,,
23410,unknown,,,Junior Patthe,,,,,
23412,unknown,,,Siddharth Kannan,,,,,
23414,unknown,France,,Kim Kaycee ,,,,,
23415,Andrey Rodin,"Moskwa, Moskwa (Russia)",21st January 1982 (age 40),Vulkan,276 lbs. (125 kg) at 5'11'' (1.80 m),28th January 2005 (17 years ago),,,
23416,unknown,"Domodedovo, Moskowskaja Oblast (Russia)",,Ivan Gromov,220 lbs. (100 kg) at 6'0'' (1.83 m),11th December 2005 (16 years ago),,,
23417,unknown,"Moskwa, Moskwa (Russia)",14th October 1988 (age 33),Anton Deryabin,265 lbs. (120 kg) at 6'3'' (1.91 m),22nd July 2006 (15 years ago),,,
23418,Denis Kurkin,Russia,,Zhelezniy Volk,220 lbs. (100 kg) at 6'0'' (1.83 m),20th October 2007 (14 years ago),,,
23419,Stas Mesheryakov,Jaroslawl (Russia),,Ronni Krimson,187 lbs. (85 kg) at 5'11'' (1.80 m),11th September 2004 (17 years ago),,,
23420,Valeriy War-danyan,"Moskwa, Moskwa (Russia)",21st January 1978 (age 44),Gladiator,209 lbs. (95 kg) at 5'9'' (1.75 m),22nd May 2005 (16 years ago),,,
23421,Alexey Schykin,"Nowosibirsk, Nowosibirsk (Russia)",16th October 1988 (age 33),Alexey Schykin,243 lbs. (110 kg) at 6'2'' (1.88 m),21st March 2009 (12 years ago),,,
23422,unknown,"Moskwa, Moskwa (Russia)",1st January 1990 (age 32),Sanya Pankov,198 lbs. (90 kg) at 5'10'' (1.78 m),26th July 2008 (13 years ago),,,
23423,Svyatoslav Neskubin,"Moskwa, Moskwa (Russia)",18th June 1989 (age 32),Slava Neskubin,183 lbs. (83 kg) at 5'5'' (1.65 m),22nd July 2006 (15 years ago),,,
23425,unknown,"Moskwa, Moskwa (Russia)",25th July 1988 (age 33),Serg Sullivan,176 lbs. (80 kg) at 6'0'' (1.83 m),16th October 2010 (11 years ago),,,
23426,unknown,"Moskwa, Moskwa (Russia)",12th February 1984 (age 38),Mikhail Vakhneev,198 lbs. (90 kg) at 5'9'' (1.75 m),30th September 2007 (14 years ago),,,
23427,unknown,"Moskwa, Moskwa (Russia)",15th December 1991 (age 30),Mikhail Nikitin,231 lbs. (105 kg) at 5'10'' (1.78 m),18th December 2010 (11 years ago),,,
23428,Alexei Ugrumov,"Petrozavodsk, Karelija (Russia)",26th August 1986 (age 35),Ugrumov,198 lbs. (90 kg) at 5'11'' (1.80 m),21st March 2009 (12 years ago),,,
23429,unknown,Russia,,Freddy Martello,161 lbs. (73 kg) at 5'8'' (1.73 m),16th May 2009 (12 years ago),,,
23430,unknown,"Jaroslawl, Jaroslawl (Russia)",,Igor Gazaev,209 lbs. (95 kg) at 6'2'' (1.88 m),14th June 2004 (17 years ago),,,
23431,unknown,"Moskwa, Moskwa (Russia)",,Nick Chui,183 lbs. (83 kg) at 5'10'' (1.78 m),21st March 2009 (12 years ago),,,
23432,unknown,Russia,,Medbrat Dima,172 lbs. (78 kg) at 5'10'' (1.78 m),13th August 2005 (16 years ago),,,
