,Real Name,Weight and Height,Birthplace,Date of Birth,Debut,wrestler_name,Date of Death,Height,Weight
4188,Michael Banschitz,207 lbs. (94 kg) at 6'2'' (1.88 m),"Wien, Wien (Austria)",,2000,Mike Banschitz,,,
4192,Jimmie L. Banks,330 lbs. (150 kg) at 6'4'' (1.93 m),"Akron, Ohio (United States of America)",14th May 1956,15th February 1975 (47 years ago),Kasavubu,27th July 1982,,
4193,James Eschbach,302 lbs. (137 kg) at 6'1'' (1.85 m),,25th February 1962 (age 60),,Jimmy Deo,,,
4194,unknown,,Mexico,1987,14th July 2002 (19 years ago),Valiente Jr.,,,
4195,unknown,218 lbs. (99 kg) at 6'1'' (1.85 m),"Santa Cruz, California (United States of America)",,,Gary Gram,,,
4196,unknown,216 lbs. (98 kg) at 5'10'' (1.78 m),"Pittsburgh, Pennsylvania (United States of America)",,1995,Vince Charming,,,
4203,unknown,228 lbs. (103 kg) at 5'11'' (1.80 m),,,,Kit Carson,,,
4204,unknown,240 lbs. (109 kg) at 6'0'' (1.83 m),,18th December 1965 (age 56),1991,Terry Austin,,,
4206,Clifford Sheats,,"Rockledge, Florida (United States of America)",8th June 1966,,Cliff Anderson,16th February 2019,,
4207,Atsushi Ohashi,155 lbs. (70 kg) at 5'4'' (1.63 m),"Kawaguchi, Saitama (Japan)",29th January 1980 (age 42),4th March 2007 (15 years ago),Frank Atsushi,,,
4209,Stanley C. Littlejohn,,"Spartanburg, South Carolina (United States of America)",1953,,Little Coco,16th May 1993,,
4214,Jeff Miller,330 lbs. (150 kg) at 6'2'' (1.88 m),"Plainfield, New Jersey (United States of America)",,??th November 1991,Metal Maniac,,,
4215,Adolfo Moreno,,Mexico,20th June 1920,1947,Adolfo Moreno,18th December 2007,,
4216,Marco Moreno,,Mexico,,,Marco Moreno,,,
4218,César Moreno Madrid,,Mexico,27th August ???,,César Moreno,,,
4220,Dan Velten,,,,,Ryan Ash,,,
4221,unknown,,,,,Big Bad Ben,,,
4222,unknown,,,,,Zimba Khan,,,
4223,unknown,165 lbs. (75 kg) at 5'7'' (1.70 m),"Tokyo, Tokyo (Japan)",19th January 1987 (age 35),17th June 2006 (15 years ago),Kaji Yamato,,,
4224,Roger Galve Castilla,,Mexico,21st March 1947 (age 74),,Atila,,,
4225,Francisco Javier Ortiz Villanueva,225 lbs. (102 kg) at 5'10'' (1.78 m),Mexico,12th December 1957,1982,El Verdugo,22nd April 2015,,
4228,unknown,,Mexico,,2nd April 2000 (21 years ago),Súper Brazo Jr.,,,
4231,unknown,,Mexico,,,Vladimiro,,,
4232,unknown,,Mexico,,,Príncipe Odín Jr.,10th August 2017,,
4233,unknown,165 lbs. (75 kg) at 5'8'' (1.73 m),"Heroica Puebla de Zaragoza, Puebla (Mexico)",27th September 1981 (age 40),,Zigma,,,
4234,unknown,,Mexico,,,Príncipe Odín,,,
4235,unknown,,Mexico,,,Olimpus,,,
4239,Arturo Enriquez,190 lbs. (86 kg) at 5'6'' (1.68 m),"Guadalajara, Jalisco (Mexico)",19th October 1975 (age 46),,Depredador,,,
4241,unknown,,"San Luis Potosí, San Luis Potosí (Mexico)",17th June 1935 (age 86),20th September 1953 (68 years ago),Tauro,,,
4242,Menny Sánchez Jr.,,Mexico,,,Antrax,10th May 2017,,
4243,unknown,196 lbs. (89 kg) at 5'9'' (1.75 m),"Tampico, Tamaulipas (Mexico)",,5th March 1990 (32 years ago),Centella,,,
4244,Juan Crecencio Segundo,,"Toluca, Estado de México (Mexico)",,1987,Mach-1,,,
4248,José Casas Granados,,Mexico,15th May 1943 (age 78),1963,Pepe Casas,,,
4249,unknown,,Mexico,30th July 1982 (age 39),15th June 2002 (19 years ago),Black Star,,,
4253,unknown,,Puebla (Mexico),,,Príncipe Rojo,,,
4254,unknown,,Puebla (Mexico),,,Príncipe Rojo Jr.,,,
4255,José Salvador Donado Camarillo,,Puebla (Mexico),1st August 1961,,Tarahumara,8th May 2018,,
4256,unknown,,Mexico,,,Dr. Karonte Jr.,,,
4257,Manuel Almanza,170 lbs. (77 kg) at 5'6'' (1.68 m),Mexico,,,Dr. Karonte,26th August 2019,,
4259,Juan Salazar,,Mexico,,,Adonis Salazar,,,
4260,unknown,181 lbs. (82 kg) at 5'7'' (1.70 m),Mexico,5th December 1970 (age 51),??th October 1994,Cobalto,,,
4263,unknown,,,,,Pink Assassin,,,
4264,Mario Mora,214 lbs. (97 kg) at 5'8'' (1.73 m),Mexico,7th October 1979 (age 42),3rd May 1995 (26 years ago),Mario Mora,,,
4266,unknown,196 lbs. (89 kg) at 5'8'' (1.73 m),"Mazatlán, Sinaloa (Mexico)",,30th May 1993 (28 years ago),Relámpago,,,
4268,Juan Manuel Ibarra Banda,,"Monclova, Coahuila de Zaragoza (Mexico)",,,Johnny Ibarra,20th November 2009,,
4270,unknown,302 lbs. (137 kg) at 5'11'' (1.80 m),Mexico,31st March 1979 (age 42),2005,Monster Truck #1,,,
4271,unknown,280 lbs. (127 kg) at 5'11'' (1.80 m),Mexico,31st March 1979 (age 42),2005,Monster Truck #2,,,
4272,unknown,187 lbs. (85 kg) at 5'9'' (1.75 m),Mexico,17th March 1985 (age 36),2002,Psíclope,,,
4273,unknown,,Mexico,,,Maligno,,,
4274,Moises Heredia,,Mexico,,,Asesino Negro Jr.,,,
4275,Julio César Ibarra Andrade,,Mexico,,,Lobo del Aire,,,
4276,Ricardo Fuentes,161 lbs. (73 kg) at 5'2'' (1.57 m),"Veracruz, Veracruz de Ignacio de la Llave (Mexico)",5th April 1957 (age 64),,Rocco Marvin,,,
4280,unknown,176 lbs. (80 kg) at 5'8'' (1.73 m),Mexico,,6th September 1989 (32 years ago),Spider Man,,,
4281,Raúl García Salazar,207 lbs. (94 kg) at 5'7'' (1.70 m),Mexico,30th June 1944,??th September 1963,Bello Greco,27th November 2015,,
4283,unknown,,Mexico,,,La José Ramona,,,
4287,José Ignacio Rodríguez Cisneros,187 lbs. (85 kg) at 6'1'' (1.85 m),"Monterrey, Nuevo León (Mexico)",30th November 1993 (age 28),2nd November 2002 (19 years ago),Kaientai,,,
4288,unknown,209 lbs. (95 kg) at 5'10'' (1.78 m),"San Luis Potosí, San Luis Potosí (Mexico)",20th November 1976 (age 45),1994,Dr. Cianuro,,,
4289,unknown,,Mexico,,29th May 2005 (16 years ago),Panterita del Ring #2,,,
4292,unknown,,"Nuevo Laredo, Tamaulipas (Mexico)",9th February 1966 (age 56),9th May 1980 (41 years ago),Muerte Súbita,,,
4294,Javier Arturo García,176 lbs. (80 kg) at 5'9'' (1.75 m),"Guadalajara, Jalisco (Mexico)",20th November 1944 (age 77),,Flama Roja,,,
4295,Arturo Gallegos,207 lbs. (94 kg) at 5'10'' (1.78 m),Mexico,3rd June 1968 (age 53),1988,Gallego,,,
4296,Héctor Picazo Ríos,,"Monclova, Coahuila de Zaragoza (Mexico)",13th September 1957,24th January 1978 (44 years ago),Guerrero Negro,29th October 2006,,
4299,Cinthia Monserrath Picasso,,"Tampico, Tamaulipas (Mexico)",,,Guerrera Negra ,,,
4303,unknown,165 lbs. (75 kg) at 5'9'' (1.75 m),"Monterrey, Nuevo León (Mexico)",,,Aikido,,,
4304,Marcos Contreras,187 lbs. (85 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",1955,1974,Justiciero,,,
4305,Marco Rodrigo Contreras Jiménez,171 lbs. (78 kg) at 6'1'' (1.85 m),Mexico,,2001,El Magnífico,,,
4309,Emmanuel Hernández Guerrero,,"Guadalajara, Jalisco (Mexico)",13th December ???,,Mr. Brisa,11th October 2020,,
4310,Esteban Hernández Silva,,"Guadalajara, Jalisco (Mexico)",,1989,Plata,24th October 2021,,
4311,Jesús Hernández Granados,187 lbs. (85 kg) at 5'9'' (1.75 m),"Guadalajara, Jalisco (Mexico)",6th November 1977 (age 44),2000,Golden,,,
4312,Ismael Hernández,,Mexico,,,El Calavera #2,8th November 2021,,
4313,José Luis Sánchez Huerta,,Chiapas (Mexico),1960,1977,Guerrero Zulú,,,
4315,Masami Morohashi,176 lbs. (80 kg) at 5'9'' (1.75 m),"Nagareyama, Chiba (Japan)",4th October 1986 (age 35),8th April 2006 (15 years ago),Masami Morohashi,,,
4316,Christopher Valenzuela,200 lbs. (91 kg) at 5'10'' (1.78 m),Texas (United States of America),14th February 1980 (age 42),??th May 2000,Ann Dromeda,,,
4317,unknown,236 lbs. (107 kg) at 6'1'' (1.85 m),Newfoundland and Labrador (Canada),,,Syl Dancer,,,
4318,Timmy Thomason,350 lbs. (159 kg) at 6'6'' (1.98 m),,,1992,Krull Danzig,,,
4319,unknown,,,,,Dan Denton,,,
4320,unknown,,,,,Devin Devine,,,
4321,unknown,210 lbs. (95 kg) at 5'11'' (1.80 m),"Dallas, Texas (United States of America)",5th May ???,17th March 1995 (26 years ago),Zane Morris,,,
4322,Jon Benkowski,,,,,JB Trask,,,
4323,unknown,,,,,Paul Marcoux,,,
4324,unknown,,,,,Warren Kowalson,,,
4325,unknown,,,,,Chad Ripley,,,
4327,unknown,243 lbs. (110 kg) at 6'2'' (1.88 m),Germany,,,Hermann Iffland,6th July 2004,,
4328,unknown,203 lbs. (92 kg) at 5'10'' (1.78 m),,,,Hans Dillinger,,,
4329,Omar van de Schueren,,Belgium,,,Ivan Strogoff,,,300 lbs. (136 kg)
4330,unknown,,"Köln, Nordrhein-Westfalen (Germany)",2nd May 1875,,Heinrich Weber,11th December 1939,,
4331,Fritz Müller,,"Bamberg, Bayern (Germany)",1917,1950,Fritz Müller,1999,,
4332,unknown,238 lbs. (108 kg) at 5'11'' (1.80 m),Peru,,,Ernesto Maximiliano,,,
4333,Pedro Murillo,269 lbs. (122 kg) at 6'3'' (1.91 m),"Buenaventura, Valle del Cauca (Columbia)",13th June 1939,,Billy Samson,13th December 2006,,
4334,Atsushi Hongo,225 lbs. (102 kg) at 6'0'' (1.83 m),Kumamoto (Japan),15th May 1945,,Munenori Higo,23rd July 2002,,
4335,unknown,,,,,Miguel Feliciano,,,
4336,Tomás Marín Rodríguez,,Puerto Rico,7th July 1934 (age 87),1958,Tomás Marín,,,
4341,unknown,205 lbs. (93 kg) at 5'11'' (1.80 m),"Grimsby, Lincolnshire, England (United Kingdom)",4th February 1976 (age 46),??th June 1991,Stevie Knight,,,
4342,unknown,,,16th May 1908,,Felix Kerschitz,XXXX,,
4343,Katsuhisa Fujii,216 lbs. (98 kg) at 6'0'' (1.83 m),"Fukuyama, Hiroshima (Japan)",15th August 1972 (age 49),,Katsuhisa Fujii,,,
4349,unknown,300 lbs. (136 kg) at 6'2'' (1.88 m),"Lübeck, Schleswig-Holstein (Germany)",1942,1958,Hansi Roocks,23rd January 2020,,
4350,unknown,,,,,Chandler McClure,,,
4352,Martin Riegler,,"Wien, Wien (Austria)",1973,1999,León Martínez,,5'10'' (1.78 m),
4353,unknown,,,,,Vincente Pometti,,,
4354,unknown,286 lbs. (130 kg) at 6'3'' (1.91 m),"Monroe, Louisiana (United States of America)",,,Cedric Crain,,,
4356,Cutberto García Medina,,Mexico,20th March 1934,1952,Panchito Villalobos,11th October 2011,,
4357,unknown,,"Ciudad de México, Ciudad de México (Mexico)",7th August 1969 (age 52),,Johnny Villalobos,,,
4358,unknown,,Mexico,1974,,Bobby Villalobos,,,
4360,Valentín Aguilar García,145 lbs. (66 kg) at 5'2'' (1.57 m),Mexico,14th February 1967,1989,Mini Chessman,29th January 2014,,
4361,Daniel Andrade,,Mexico,,??th August 1990,Diluvio Negro #2,,,
4362,Óscar Morales,150 lbs. (68 kg) at 5'6'' (1.68 m),"Monterrey, Nuevo León (Mexico)",5th August 1976 (age 45),20th November 2002 (19 years ago),Turbina,,,
4366,Steve Allen,,,21st April 1972 (age 49),,Vito Andretti,,,
4369,John Riker,,"Boston, Massachusetts (United States of America)",,,Ralphus,2019,,
4371,unknown,,,,29th September 2001 (20 years ago),Derek McQuinn,,,236 lbs. (107 kg)
4372,Neal Isaak,215 lbs. (98 kg) at 6'0'' (1.83 m),"Richardton, North Dakota (United States of America)",19th December 1977 (age 44),7th February 1999 (23 years ago),Dakota,,,
4374,Bob Harmon,,"Cincinnati, Ohio (United States of America)",,,Bob Harmon,,,
4375,James Kimble,240 lbs. (109 kg) at 6'1'' (1.85 m),South Carolina (United States of America),14th March 1948 (age 74),1971,King Cobra,,,
4376,unknown,,United States of America,,,Uptown Karen ,,,
4378,unknown,,"Toms River, New Jersey (United States of America)",5th June 1972 (age 49),,Donnie B.,,,
4379,Masao Orihara,198 lbs. (90 kg) at 5'9'' (1.75 m),Japan,16th June 1969 (age 52),22nd February 1990 (32 years ago),Masao Orihara,,,
4380,Koji Ihashi,185 lbs. (84 kg) at 5'9'' (1.75 m),"Tokyo, Tokyo (Japan)",24th January 1961 (age 61),25th January 1991 (31 years ago),Ishinriki,,,
4381,unknown,214 lbs. (97 kg) at 5'11'' (1.80 m),South Australia (Australia),17th April 1980 (age 41),,Hartley Jackson,,,
4382,Yoichi Uchibayashi,,Japan,5th January 1968 (age 54),1st June 1997 (24 years ago),Kurokage,,,
4384,John Russell Compton,,,,,Jack Russell,,,
4385,Akihiko Inoue,164 lbs. (74 kg) at 5'8'' (1.73 m),Japan,8th February 1981 (age 41),2002,Shadow Phoenix,,,
4388,Ichiro Yaguchi,300 lbs. (136 kg) at 6'2'' (1.88 m),"Tokyo, Tokyo (Japan)",20th September 1962 (age 59),5th November 1993 (28 years ago),Raijin Yaguchi,,,
4392,Josef Kovacs,220 lbs. (100 kg) at 5'10'' (1.78 m),Csongrád (Hungary),1st May 1931,,Josef Kovacs,??th August 1990,,
4393,unknown,,"Cambridge, Cambridgeshire, England (United Kingdom)",,,Peter Nixon,,,
4396,unknown,168 lbs. (76 kg) at 5'7'' (1.70 m),"Davis, California (United States of America)",,2nd August 2002 (19 years ago),Hook Bomberry,,,
4400,unknown,216 lbs. (98 kg) at 5'10'' (1.78 m),"Wien, Wien (Austria)",12th August 1981 (age 40),??th August 1998,Maverick,,,
4401,Emilio Villareal Hernández,345 lbs. (156 kg) at 5'11'' (1.80 m),"Monterrey, Nuevo León (Mexico)",16th September 1968 (age 53),??th March 1990,Pancho Tequila,,,
4402,Francisco Galván Rodríguez,,"Monterrey, Nuevo León (Mexico)",7th January 1969 (age 53),12th December 1990 (31 years ago),El Potro Jr.,,5'7'' (1.70 m),
4404,Humberto Segura Garza,,"Monterrey, Nuevo León (Mexico)",19th February 1937 (age 85),1955,Humberto Garza,,,
4405,Mario Segura,,Mexico,,1971,Mario Segura,,,
4406,unknown,190 lbs. (86 kg) at 6'2'' (1.88 m),"Monterrey, Nuevo León (Mexico)",29th April 1975 (age 46),1992,Sombra Chicana,,,
4407,unknown,,Mexico,26th July 1977 (age 44),2nd April 2000 (21 years ago),Zetta,,,
4408,unknown,203 lbs. (92 kg) at 6'2'' (1.88 m),Mexico,27th January 1978 (age 44),3rd December 2000 (21 years ago),Explosivo,,,
4409,Jason Herrera,,,11th July 1979 (age 42),18th March 2000 (21 years ago),Jason King,,,
4413,unknown,169 lbs. (77 kg) at 5'6'' (1.68 m),Zuid-Holland (Netherlands),27th April 1985 (age 36),,Eddy de la Combé,,,
4414,unknown,152 lbs. (69 kg) at 5'5'' (1.65 m),"Den Haag, Zuid-Holland (Netherlands)",11th April 1987 (age 34),,Jamie DLC,,,
4415,Cory Connors,,,4th July 1981 (age 40),29th July 2002 (19 years ago),CJ Conners,,,
4416,unknown,226 lbs. (103 kg) at 5'11'' (1.80 m),"Lansing, Michigan (United States of America)",1984,??th July 2003,CJ Otis,,,
4418,unknown,174 lbs. (79 kg) at 5'9'' (1.75 m),"Elizabeth, Pennsylvania (United States of America)",1981,4th September 1999 (22 years ago),CJ Sensation,,,
4420,Dennis Jendrzejewski,229 lbs. (104 kg) at 6'2'' (1.88 m),"Pittsburgh, Pennsylvania (United States of America)",,1994,Dennis Gregory,,,
4421,Jeff Murray,255 lbs. (116 kg) at 6'3'' (1.91 m),Virginia (United States of America),1975,1998,Jimmy Vegas,,,
4422,Felipe Rojas Elizalde,220 lbs. (100 kg) at 5'9'' (1.75 m),"Oaxaca de Juárez, Oaxaca (Mexico)",26th May 1957 (age 64),1984,El Enfermero Jr.,,,
4424,Juan Estrada,,"Frontera, Tabasco (Mexico)",,,El Danés,16th November 2020,,
4426,César Curiel,205 lbs. (93 kg) at 5'9'' (1.75 m),Mexico,12th October 1949,1974,César Curiel,??th December 2011,,
4427,unknown,174 lbs. (79 kg) at 5'8'' (1.73 m),"San Andreas, California (United States of America)",,,Tarantula Gómez,,,
4430,unknown,,,,,Chris Cole,,,
4431,Scott Vandevander,216 lbs. (98 kg) at 5'10'' (1.78 m),"Baltimore, Maryland (United States of America)",14th August 1976 (age 45),??th October 2000,Scottie Gash,,,
4432,William Patrick Nuckols,,"Fairfax, Virginia (United States of America)",27th November 1967,,Big Bubba Nuckols,17th February 2002,,
4433,Justin Felix,245 lbs. (111 kg) at 6'1'' (1.85 m),"Warren, Michigan (United States of America)",1976,,Bubba MacKenzie,,,
4435,unknown,175 lbs. (79 kg) at 6'1'' (1.85 m),Indiana (United States of America),,,Kharn Alexander,,,
4436,unknown,273 lbs. (124 kg) at 6'7'' (2.01 m),"Coffeyville, Kansas (United States of America)",4th May ???,1998,Bull Schmitt,,,
4437,unknown,220 lbs. (100 kg) at 5'9'' (1.75 m),"Palmdale, California (United States of America)",22nd April 1980 (age 41),,Mikey Henderson,,,
4438,unknown,165 lbs. (75 kg) at 5'7'' (1.70 m),"København, Hovedstaden (Denmark)",,??th January 1983,Desiree Petersen ,,,
4442,Stephan Verhoeven,250 lbs. (113 kg) at 6'4'' (1.93 m),Netherlands,,,Steve Taurus,,,
4445,unknown,,"Grand Island, Nebraska (United States of America)",,,Marc Godeker,,,
4446,Paul Gottlieb,230 lbs. (104 kg) at 6'1'' (1.85 m),,,1951,Phil Melby,,,
4447,unknown,,,,,Sonny Pasqua,,,
4448,Orest Antonation,226 lbs. (103 kg) at 5'10'' (1.78 m),Canada,,1958,Bill Cody,,,
4449,Salvatore Thomas Baragiola,240 lbs. (109 kg) at 6'2'' (1.88 m),"New York City, New York (United States of America)",20th October 1920,1945,Ed Sharpe,18th November 2003,,
4450,unknown,176 lbs. (80 kg) at 5'7'' (1.70 m),Mexico,,,Némesis,,,
4452,unknown,,Mexico,,,Black Jaguar,,,
4453,Aiden Riley,,United States of America,,,Aiden Riley ,,,
4454,unknown,,Mexico,,,Fénix,,,
4455,unknown,187 lbs. (85 kg) at 5'9'' (1.75 m),"Ciudad de México, Ciudad de México (Mexico)",10th October 1981 (age 40),??th February 2003,Destello Negro,,,
4456,Marlon Freddie Congote Jr.,232 lbs. (105 kg) at 6'0'' (1.83 m),"Los Angeles, California (United States of America)",18th August 1978 (age 43),22nd April 1999 (22 years ago),Destroyer,,,
4457,Mateo Alcantara Villafuerte,,"Ciudad de México, Ciudad de México (Mexico)",,1993,King Drako,,,
4458,unknown,,Mexico,3rd June 1986 (age 35),,Vampiro Metálico,,,
4459,Luigi Mario Macera,,"Montréal, Quebec (Canada)",11th November 1924,,Luigi Macera,29th December 2012,,
4462,José Patrico Ficca Gómez,,,,,Tony Russo,,,
4463,José Luís Romero,187 lbs. (85 kg) at 5'4'' (1.63 m),"Ciudad de México, Ciudad de México (Mexico)",1st January 1966,16th September 1989 (32 years ago),Súper Colt,19th December 2021,,
4464,unknown,253 lbs. (115 kg) at 5'8'' (1.73 m),"Tijuana, Baja California (Mexico)",9th July 1967 (age 54),??th January 1985,Andy Barrow,,,
4465,Alfonso Picasso Rosas,167 lbs. (76 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",27th July 1975 (age 46),8th May 1996 (25 years ago),Zonik Dos Mil,,,
4468,unknown,,Mexico,,,Gran Cuchillo,,,
4469,Jaime Carrillo Fuentes,196 lbs. (89 kg) at 5'6'' (1.68 m),Mexico,3rd May 1947,1964,Cuchillo,9th October 2014,,
4471,unknown,,Mexico,,,Colt Master,,,
4472,unknown,,Mexico,7th July 1962 (age 59),1st January 1982 (40 years ago),Reyes Veloz,,,
4473,unknown,238 lbs. (108 kg) at 6'3'' (1.91 m),"Ciudad de México, Ciudad de México (Mexico)",26th July 1969 (age 52),5th February 1988 (34 years ago),Último Vampiro,,,
4475,Javier Martín Martínez,,Jalisco (Mexico),,,El Inquisidor,,,
4478,unknown,,Mexico,1980,1996,Mano Negra Jr.,,,
4479,Jesús Reza García,,"Torreón, Coahuila de Zaragoza (Mexico)",21st March 1933,1955,El Rebelde,3rd December 2009,,
4480,unknown,,Mexico,,,Héctor López,,,
4481,unknown,132 lbs. (60 kg) at 5'6'' (1.68 m),Mexico,17th August 1979 (age 42),13th May 2000 (21 years ago),Fénix,,,
4482,unknown,,"Tijuana, Baja California (Mexico)",,,Fénix,,,
4483,Alejandro Anguiano Vargas,163 lbs. (74 kg) at 5'5'' (1.65 m),"Guadalajara, Jalisco (Mexico)",11th January 1970 (age 52),1999,Milenio,,,
4484,unknown,154 lbs. (70 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",27th October 1979 (age 42),21st November 2000 (21 years ago),Sadico,,,
4485,Pablo Marmol,172 lbs. (78 kg) at 5'6'' (1.68 m),"Naucalpan, Estado de México (Mexico)",19th November 1976 (age 45),1st May 1994 (27 years ago),Robin Maravilla,,,
4486,unknown,170 lbs. (77 kg) at 5'7'' (1.70 m),"Ciudad de México, Ciudad de México (Mexico)",30th January 1977 (age 45),,Yakuza,,,
4488,Keiichi Oba,226 lbs. (103 kg) at 6'1'' (1.85 m),"Shizuoka, Shizuoka (Japan)",15th November 1982 (age 39),2nd January 2008 (14 years ago),Hajime Suruga,,,
4489,Derek Hird,210 lbs. (95 kg) at 6'1'' (1.85 m),British Columbia (Canada),,,MR2,,,
4491,Walter Girard,,Quebec (Canada),1928,,Dan Walker,6th September 2003,,
4492,Greg Gillies,,"Coronach, Saskatchewan (Canada)",14th June 1963,1985,Doby Gillis,23rd December 2007,5'9'' (1.75 m),
4493,Frank L. Menacker,,"New York City, New York (United States of America)",13th May 1914,,Sam Menacker,7th January 1994,,
4494,Roberto Aceves Bonales,,"Morelia, Michoacán de Ocampo (Mexico)",25th September 1917,1934,Bobby Bonales,26th June 1994,,
4495,Ronald McGarel Hogg,,California (United States of America),31st October 1928,,George Drake,29th December 1967,,
4496,Winnett Wallingford Watson,185 lbs. (84 kg) at 5'11'' (1.80 m),"Toronto, Ontario (Canada)",15th August 1916,,Pat Flanagan,27th March 1985,,
4497,unknown,,,,,Ace Gordon,16th January 1959,,
4498,George Timothy Linnehan,224 lbs. (102 kg) at 5'11'' (1.80 m),"Wayland, Massachusetts (United States of America)",25th August 1908,,George Linnehan,13th December 1981,,
4499,Murray Gerald Aitken,,"Hamilton, Ontario (Canada)",9th July 1929,,Jerry London,20th August 1970,,
4501,unknown,,,,,John Latu,,,
4503,unknown,204 lbs. (93 kg) at 5'10'' (1.78 m),,7th November 1972 (age 49),23rd May 1996 (25 years ago),Mamoru Okamoto,,,
4504,Tomoya Adachi,,"Noboribetsu, Hokkaido (Japan)",12th March 1973 (age 49),25th January 1996 (26 years ago),Tomoya Adachi,,,
4506,Günter Wagner,,,31st January 1945 (age 77),2nd May 1974 (47 years ago),Günther Wagner,,,
4507,unknown,,,,,Larry Dwyer,,,
4508,unknown,,,,,Larry Santo,,,
4510,unknown,,,,,Johnny Carr,,,
4513,Jason Harrison,,"London, Greater London, England (United Kingdom)",1st March 1973 (age 49),11th April 1994 (27 years ago),The Dirt Bike Kid,,,
4514,Kimberly Wolser-Anthony,,,3rd November 1968 (age 53),,Dirty White Girl ,,,
4515,unknown,,United States of America,,,Perro Russo,,,
4519,unknown,,,4th January 1967 (age 55),,Nelson Veilleux,,,265 lbs. (120 kg)
4520,unknown,218 lbs. (99 kg) at 5'10'' (1.78 m),,,,Prince Zéfy,,,
4522,Edward Nichols George Jr.,,"North Java, New York (United States of America)",3rd June 1905,,Ed Don George,18th September 1985,,
4523,Edgar Bryan Davie,200 lbs. (91 kg) at 5'11'' (1.80 m),Illinois (United States of America),25th August 1900,,Ed Malone,15th March 1988,,
4524,Abraham Abrams,220 lbs. (100 kg) at 5'9'' (1.75 m),"Malden, Massachusetts (United States of America)",5th April 1913,,Abe Ford,13th May 2002,,
4525,Walter James Sirois,220 lbs. (100 kg) at 6'0'' (1.83 m),"Van Buren, Maine (United States of America)",1st February 1907,,Walter Sirois,7th May 1992,,
4526,Morris Ezelle White,250 lbs. (113 kg) at 6'0'' (1.83 m),"Marion, Alabama (United States of America)",6th August 1906,,Ed White,6th November 1971,,
