,Real Name,Birthplace,Date of Birth,wrestler_name,Weight and Height,Debut,Height,Date of Death,Weight
18575,unknown,,,Floyd Byerly,,,,,
18576,unknown,,,Al Warshawski,,,,,
18577,unknown,,,Jim Walmsley,,,,,
18578,unknown,,,McKinley Pickens,,,,,
18579,unknown,Wisconsin (United States of America),,Kevin Krueger,225 lbs. (102 kg) at 6'0'' (1.83 m),1990,,,
18580,Ulises Contreras,"Saltillo, Coahuila de Zaragoza (Mexico)",,Homicida,,2007,,,
18581,unknown,Nuevo León (Mexico),,Thunder Fighter,,,,,
18584,Otto Bruno Schönfeld,"Leipzig, Sachsen (Germany)",27th August 1871,Otto Schoenfeld,183 lbs. (83 kg) at 5'10'' (1.78 m),,,26th August 1938,
18585,unknown,Estado de México (Mexico),,Súper Máscara,,,,,
18586,Miguel Ángel Torres Jiménez,"Ciudad de México, Ciudad de México (Mexico)",26th April 1984 (age 37),Impulso,,2nd October 2003 (18 years ago),,,
18587,unknown,Guerrero (Mexico),,Butterfly,,,,,
18588,unknown,Guerrero (Mexico),18th March 1985 (age 37),La Lola,,,,,
18589,unknown,Hidalgo (Mexico),,Mutante,,,,,
18590,unknown,Hidalgo (Mexico),,Que Feito,,,,,
18591,unknown,,,Randy Neverman,,,,,
18592,unknown,"Kobe, Hyogo (Japan)",15th December 1964 (age 57),Hirokazu Hata,207 lbs. (94 kg) at 5'11'' (1.80 m),1984,,,
18593,Floyd Leland Britt,"Luray, Kansas (United States of America)",5th March 1905,Floyd Britt,,,,5th February 1953,
18594,Sidney Markowitz,"New York City, New York (United States of America)",10th February 1908,Sid Markus,215 lbs. (98 kg) at 5'10'' (1.78 m),,,7th April 1987,
18595,Irvin Koszewski,"Camden, New Jersey (United States of America)",20th August 1924,Jungle Boy Zabo ,,,,29th March 2009,
18596,William Dail,,,Billy Bill,,,,,
18597,Rashaam Attica Smith,"New York City, New York (United States of America)",1976,Esham,,,,,
18598,unknown,,,Devoy Brunson,,,,,
18599,Hugh Leon Meador,"Roanoke, Virginia (United States of America)",14th November 1929,Tiny Bell,,,,25th August 2011,
18600,Douglas Dail,,,The Redneck Devil Without A Cause,,,,,
18601,Charles Dail,,,Suburban Gangster,,,,,
18602,Robert Matthew Van Winkle,"Dallas, Texas (United States of America)",31st October 1967 (age 54),Vanilla Ice,,??th May 2000,,,
18604,unknown,,,Tom Dub,,,,,150 lbs. (68 kg)
18605,unknown,,,Bairam Bey,,,,,
18608,unknown,Mexico,1973,Stranger,,1995,,12th July 2000,
18609,John Peter Stoecklein,"Munjor, Kansas (United States of America)",5th January 1904,Lem Stecklin,175 lbs. (79 kg) at 5'10'' (1.78 m),,,12th February 1967,
18610,unknown,,,Tony Papalino,,,,,
18612,unknown,,,Jack Mandell,,,,,
18613,Laura McGoran,"Belfast, Belfast, Northern Ireland (United Kingdom)",23rd July 1991 (age 30),Laura McGoran,,??th July 2007,5'5'' (1.65 m),,
18614,Bart Kapitzke,"Anaheim, California (United States of America)",20th June 1972 (age 49),Bart Kapitzke,,,,,
18616,Marcus L. Dupree,"Philadelphia, Mississippi (United States of America)",22nd May 1964 (age 57),Marcus Dupree,,1995,,,
18619,Michael Lullo Jr.,"Elmhurst, Illinois (United States of America)",24th July 1979 (age 42),Mike Lullo,145 lbs. (66 kg) at 5'8'' (1.73 m),30th August 2008 (13 years ago),,,
18621,unknown,,,Freight Train Freddy,,,,,
18622,Gary D. Rich Jr.,,,Gary Rich,,,,,
18623,unknown,,,Jeff Collette,215 lbs. (98 kg) at 6'1'' (1.85 m),,,,
18625,Jason Sharp,"Portland, Oregon (United States of America)",,Jason Sharp,170 lbs. (77 kg) at 6'1'' (1.85 m),20th October 2007 (14 years ago),,,
18628,Walter Freed Stratton,"Leetonia, Ohio (United States of America)",16th December 1901,Walter Stratton,187 lbs. (85 kg) at 5'5'' (1.65 m),,,21st January 1985,
18629,Fritz Krueger,Florida (United States of America),,Fritz Krueger,,,,,
18630,Richard Raymont Routt,"Louisville, Kentucky (United States of America)",1st March 1898,Railroad Routt,175 lbs. (79 kg) at 6'0'' (1.83 m),,,14th December 1933,
18631,unknown,,,Juan Olaquival,,,,,
18633,unknown,,,Sargent Rich,,,,,
18634,Christopher Bryan,"Cleveland, Ohio (United States of America)",30th July 1982,Chandler Biggins,,,,19th June 2017,
18635,unknown,,1902,Dave Johnson,,,,XXXX,
18636,unknown,"Itako, Ibaraki (Japan)",15th May 1971 (age 50),Hisae Kuboki ,154 lbs. (70 kg) at 5'6'' (1.68 m),6th December 1989 (32 years ago),,,
18637,unknown,Mexico,,Thunder Blazer,,,,,
18638,D.J. Sidney Dawkins,"Monroe, Louisiana (United States of America)",19th November 1908,Scotty Dawkins,,,,7th July 1969,
18640,unknown,"Union City, California (United States of America)",9th May 1987 (age 34),Matt Carlos,173 lbs. (78 kg) at 5'9'' (1.75 m),2008,,,
18642,unknown,"Chicago, Illinois (United States of America)",17th November 1913,Max Marek,,17th April 1950 (71 years ago),6'0'' (1.83 m),??th May 1977,
18644,Peter Peters,,1895,Cyclone Peters,,,,9th January 1947,
18647,unknown,,,Victor Creed,,,,,
18651,unknown,,,Jack Smithers,,,,,
18653,unknown,Saitama (Japan),17th September 1994 (age 27),Hinata ,84 lbs. (38 kg) at 4'11'' (1.50 m),7th August 2005 (16 years ago),,,
18654,Kinoko Kajiyamachi,"Fujimi, Saitama (Japan)",29th October 1994 (age 27),Kinoko ,71 lbs. (32 kg) at 4'8'' (1.42 m),2003,,,
18656,unknown,United Kingdom,,Alan Sterling,,,,,
18657,unknown,United Kingdom,,William Sterling,,,,,
18658,unknown,United Kingdom,,Cysto,,,,,
18659,Stewart Lyons,"Surrey, England (United Kingdom)",1st June 1976 (age 45),Johnny Lions,,,,,
18660,unknown,United Kingdom,,Dave Malice,,,,,
18661,unknown,United Kingdom,,Damien,,,,,
18662,unknown,"Fort William, Highland, Scotland (United Kingdom)",,Bryan Tucker,,,,,
18664,Melvin Levin,,,Bud Levin,,,,,
18665,Finis LeVan Hall,"Herrin, Illinois (United States of America)",1st July 1906,Finis Hall,,,,28th June 1981,
18666,Danny Davis Jr.,"Las Vegas, Nevada (United States of America)",28th July 1982 (age 39),Danny Davis,170 lbs. (77 kg) at 6'2'' (1.88 m),14th March 2009 (13 years ago),,,
18667,William Francis Fletcher,"Fargo, North Dakota (United States of America)",15th June 1926,Bill Fletcher,,,5'10'' (1.78 m),1st December 1989,
18668,unknown,,,BJ Van Bueskom,,,,,176 lbs. (80 kg)
18669,Armando Jasso González,Mexico,1911,Juan García,,,,XXXX,
18670,unknown,,,Frank Noewer,,,,,
18671,Jana Kunitskaja,Murmansk (Russia),11th November 1989 (age 32),Jana Kunitskaja ,155 lbs. (70 kg) at 5'8'' (1.73 m),23rd May 2009 (12 years ago),,,
18672,Ian Loveland,"Portland, Oregon (United States of America)",7th September 1983 (age 38),Ian Loveland,135 lbs. (61 kg) at 5'8'' (1.73 m),16th September 2005 (16 years ago),,,
18673,Terrance Griep,"Groton, Connecticut (United States of America)",,Tommy Saturday,194 lbs. (88 kg) at 5'11'' (1.80 m),??th August 2002,,,
18674,unknown,"Detroit, Michigan (United States of America)",3rd February ???,Mena Libra ,175 lbs. (79 kg) at 5'7'' (1.70 m),,,,
18675,unknown,,,Willie Love,,,,,
18676,unknown,,,Princess Rose White Cloud ,,,,,
18677,unknown,United Kingdom,,The Saint,,,,,180 lbs. (82 kg)
18680,Mike Bourke,"La Habra Heights, California (United States of America)",16th July 1970 (age 51),Mike Bourke,275 lbs. (125 kg) at 6'0'' (1.83 m),3rd May 1999 (22 years ago),,,
18681,Robert George Uecker,"Milwaukee, Wisconsin (United States of America)",26th January 1935 (age 87),Bob Uecker,190 lbs. (86 kg) at 6'1'' (1.85 m),29th March 1987 (34 years ago),,,
18682,Eric Pele,"Las Vegas, Nevada (United States of America)",16th July 1969 (age 52),Eric Pele,340 lbs. (154 kg) at 6'2'' (1.88 m),22nd July 2000 (21 years ago),,,
18684,Sheldon Goldberg,,11th August ???,Sheldon Goldberg,,,,,
18687,Charles Franklin Kirkland,Tennessee (United States of America),28th January 1909,Frank Kirkland,,,,14th May 1996,
18688,unknown,"Halifax, Nova Scotia (Canada)",,Billy Taylor,200 lbs. (91 kg) at 5'6'' (1.68 m),,,,
18690,Eiko Koike,"Tokyo, Tokyo (Japan)",20th November 1980 (age 41),Yosei ,,,5'5'' (1.65 m),,
18691,Warren Cromartie,"Miami Beach, Florida (United States of America)",29th September 1953 (age 68),Warren Cromartie,,17th June 2007 (14 years ago),,,
18692,Alan Karaev,"Digora, Sewernaja Ossetija-Alanija (Russia)",19th May 1977 (age 44),Alan Karaev,400 lbs. (181 kg) at 6'7'' (2.01 m),26th March 2005 (16 years ago),,,
18693,unknown,,,Oyaji Mask,,,,,
18696,James Houghton,,1933,Beau Brummell,,,,5th November 1998,
18699,Ferdinand Bozic,Ohio (United States of America),1st April 1910,Fred Bozic,220 lbs. (100 kg) at 6'0'' (1.83 m),,,19th August 1980,
18700,unknown,,,Dick Gerber,,,,,
18701,Milton Peter Olsen,"Waupaca, Wisconsin (United States of America)",12th February 1912,Milt Olsen,185 lbs. (84 kg) at 5'7'' (1.70 m),,,27th April 1963,
18703,Oliver William Morris,"Memphis, Tennessee (United States of America)",7th March 1911,Jim Morris,,,6'1'' (1.85 m),12th January 1947,
18704,Marcel Roger Livernois,"Manchester, New Hampshire (United States of America)",26th January 1913,Monte LaDue,185 lbs. (84 kg) at 5'9'' (1.75 m),,,21st March 1989,
18705,unknown,,,Gus Kalas,,,,,
18706,unknown,"Amsterdam, New York (United States of America)",27th December 1981 (age 40),Dom Vitalli,,,,,
18707,unknown,,,Mickey McGuire,,,,,
18710,unknown,Arkansas (United States of America),,Jimmy Goodrich,,,,,
18711,unknown,,,Luis Hernández,,,,1st February 1972,
18712,unknown,"Ciudad de México, Ciudad de México (Mexico)",,Mujer Salvaje ,,,,,
18715,Pascual Ramírez Hernández,Mexico,,Alma Llanera,,,,5th October 2020,
18716,unknown,Mexico,30th July 1972 (age 49),El Gallo Mayo,185 lbs. (84 kg) at 5'7'' (1.70 m),1989,,,
18717,unknown,Mexico,,Gato Montini,,,,,
18718,unknown,"Ciudad de México, Ciudad de México (Mexico)",22nd July 1964 (age 57),Kido,198 lbs. (90 kg) at 5'7'' (1.70 m),4th December 1999 (22 years ago),,,
18719,unknown,Mexico,,El Rebelde,,,,,
18720,James Edwin Clark,"Hamilton, Ontario (Canada)",15th April 1928,Ivan Zukoff,,,,13th February 2022,
18722,Harry Wenzl,,,Harry Wenzl,,,,20th November 1966,
18723,Jacob Schreiner,"Noblesville, Indiana (United States of America)",1st December ???,Jake Omen,225 lbs. (102 kg) at 6'1'' (1.85 m),??th September 2005,,,
18724,unknown,,,Scott Doring,,,,,
18727,unknown,"Framingham, Massachusetts (United States of America)",,Jason Leigh,165 lbs. (75 kg) at 5'10'' (1.78 m),27th January 2007 (15 years ago),,,
18728,unknown,"San Diego, California (United States of America)",,Timothy Richards,180 lbs. (82 kg) at 5'7'' (1.70 m),27th January 2007 (15 years ago),,,
18729,unknown,"Pittsburgh, Pennsylvania (United States of America)",,Ray Kandrack,,,5'10'' (1.78 m),,
18730,unknown,"Grand Rapids, Michigan (United States of America)",1988,Jack Verville,,14th September 2008 (13 years ago),,,
18731,Charles Steward Carr,"Shreveport, Louisiana (United States of America)",8th September 1909,Charlie Carr,180 lbs. (82 kg) at 5'6'' (1.68 m),,,13th December 1969,
18732,Robert Lee Hamby,,,Bob Hamby,,,,,
18733,Thomas Roland Criswell,Tennessee (United States of America),30th April 1929,Joe McCarthy,,,,13th March 2012,
18734,unknown,Tabasco (Mexico),,El Canek Jr.,,,,,
18740,unknown,Mexico,15th August 1991 (age 30),Danger,187 lbs. (85 kg) at 6'1'' (1.85 m),23rd August 2007 (14 years ago),,,
18743,Víctor Gonzalo Barragán Hernández,"Ciudad de México, Ciudad de México (Mexico)",9th November 1990 (age 31),Aéreo,130 lbs. (59 kg) at 5'2'' (1.57 m),2005,,,
18745,Mariah Moreno,United States of America,28th December 1982 (age 39),Mariah Moreno ,135 lbs. (61 kg) at 5'9'' (1.75 m),2009,,,
18746,unknown,"Ciudad de México, Ciudad de México (Mexico)",27th June 1985 (age 36),El Halcón Jr.,,,,,
18747,unknown,Mexico,,Punker,,,,,
18748,Florencio Piña González,,,Mohawk,,??th July 1990,,20th May 2020,198 lbs. (90 kg)
18752,unknown,Mexico,,Ariman Jr.,154 lbs. (70 kg) at 5'4'' (1.63 m),,,,
18753,unknown,Mexico,,Sangre de Toro,,,,,
18754,unknown,Estado de México (Mexico),,Tzonaka,,,,,
18755,unknown,Mexico,,Overkill,,,,,
18756,unknown,Mexico,,El Gato Latino,,,,,
18757,unknown,Mexico,,Rey Lagarto,,,,,
18758,unknown,"Morelia, Michoacán de Ocampo (Mexico)",23rd March 1988 (age 33),Hades,172 lbs. (78 kg) at 5'9'' (1.75 m),1st January 2009 (13 years ago),,,
18759,unknown,"Morelia, Michoacán de Ocampo (Mexico)",10th November 1980 (age 41),Legión,132 lbs. (60 kg) at 5'5'' (1.65 m),??th June 2008,,,
18761,Albert Steinhauer,Canada,31st October 1904,Al Steinhauer,223 lbs. (101 kg) at 5'11'' (1.80 m),,,1st April 1966,
18762,unknown,"San Luis Potosí, San Luis Potosí (Mexico)",4th October 1960 (age 61),Indio Tarahumara,143 lbs. (65 kg) at 5'9'' (1.75 m),31st December 1972 (49 years ago),,,
18763,Jorge Oropeza Carreón,"Orizaba, Veracruz de Ignacio de la Llave (Mexico)",,Jorge Oropeza,,,,,
18765,unknown,Mexico,1947,Javier Escobedo,,,,3rd February 1964,
18766,unknown,"Guadalajara, Jalisco (Mexico)",,Oso Negro,,,,,
18767,Martin Escobedo,"Guadalajara, Jalisco (Mexico)",,Martin Escobedo,,,,,
18771,unknown,"Monterrey, Nuevo León (Mexico)",25th April 1995 (age 26),Obsesión,,,,,
18773,unknown,Mexico,,Juan Herrera,,,,,
18774,unknown,"Tulancingo de Bravo, Hidalgo (Mexico)",10th October 1995 (age 26),Lanzeloth,,,,,
18775,unknown,Mexico,1982,Toro Negro Jr.,187 lbs. (85 kg) at 5'7'' (1.70 m),12th December 2004 (17 years ago),,,
18776,unknown,Mexico,1970,El Retador,,,,28th February 2006,
18778,unknown,Mexico,,Toro Negro #1,,,,,
18780,unknown,Mexico,24th September 1992 (age 29),El Guerrero del Bronx,,2006,,,
18781,unknown,Tamaulipas (Mexico),31st October 1988 (age 33),Core,253 lbs. (115 kg) at 5'9'' (1.75 m),25th December 2009 (12 years ago),,,
18783,unknown,"Torreón, Coahuila de Zaragoza (Mexico)",10th July 1988 (age 33),Bello Rubi,216 lbs. (98 kg) at 5'9'' (1.75 m),11th November 2003 (18 years ago),,,
18784,unknown,Nuevo León (Mexico),31st October 1990 (age 31),Wolly Wonker,,,,,
18787,unknown,"Cabo San Lucas, Baja California Sur (Mexico)",4th August 1986 (age 35),Mr. X,,24th October 2008 (13 years ago),,,
18788,unknown,Jalisco (Mexico),16th February 1956 (age 66),Willy Estrada,,,,,
18789,unknown,Hidalgo (Mexico),,Colmillo Blanco,,,,,
18790,unknown,"Ciudad de México, Ciudad de México (Mexico)",19th November 1991 (age 30),Masivo,132 lbs. (60 kg) at 5'4'' (1.63 m),,,,
18791,unknown,"Laredo, Texas (United States of America)",2nd October 1977 (age 44),Estrella Universal,,1996,,,
18792,unknown,United States of America,1932,Rock Hunter,,1955,,,
18793,unknown,"Liverpool, Merseyside, England (United Kingdom)",,Matty Matthews,166 lbs. (75 kg) at 5'11'' (1.80 m),,,,
18794,unknown,United Kingdom,,Craig Winters,185 lbs. (84 kg) at 6'0'' (1.83 m),2009,,,
18795,unknown,United Kingdom,,Ciarán McConnell,225 lbs. (102 kg) at 6'3'' (1.91 m),7th February 2009 (13 years ago),,,
18797,unknown,"Widnes, Cheshire, England (United Kingdom)",,Luke Ronay,160 lbs. (73 kg) at 5'9'' (1.75 m),,,,
18799,unknown,United Kingdom,,Chris Matthews,,,,,
18800,Joseph Benincasa,"New York City, New York (United States of America)",5th March 1910,Joe Benecassa ,,,,XXXX,
18802,unknown,,,Jack Carson,,,,,
18803,unknown,United Kingdom,,Mike Wyld,,,,,
18804,unknown,"Lincoln, Lincolnshire, England (United Kingdom)",25th October ???,Dave Andrews,186 lbs. (84 kg) at 6'1'' (1.85 m),,,,
18807,Leon Michael Gerald Brown,"Torquay, Devon, England (United Kingdom)",9th April 1990 (age 31),Simon G. Money,270 lbs. (122 kg) at 6'0'' (1.83 m),23rd October 2010 (11 years ago),,,
18809,Cayley,,,Angry Miz Girl ,,,,,
18811,Wayne Alphonso Brady,"Columbus, Georgia (United States of America)",2nd June 1972 (age 49),Wayne Brady,,3rd May 2010 (11 years ago),,,
18812,Drew Allison Carey,"Cleveland, Ohio (United States of America)",23rd May 1958 (age 63),Drew Carey,,21st January 2001 (21 years ago),5'10'' (1.78 m),,
18815,unknown,Mexico,,Rey Leopardo,,,,,
18816,Teddy Centinela,Mexico,,El Tedy,,,,,
18817,unknown,Australia,,Mark Santoro,309 lbs. (140 kg) at 6'3'' (1.91 m),2009,,,
18818,unknown,"Monterrey, Nuevo León (Mexico)",19th May 1981 (age 40),Gnostico,,2006,,,
18819,unknown,Mexico,,Pequeño Sayama,,,,,
18820,unknown,Mexico,,Tritoncito,,,,25th October 2018,
18821,Javier Llanda Ceballos,Mexico,,Mini Gran Davis,,1991,,,
18822,Pietro Rossi,"Walston, Pennsylvania (United States of America)",2nd June 1908,Count Pietro Rossi,255 lbs. (116 kg) at 5'4'' (1.63 m),,,27th April 1979,
18823,unknown,,,Charlie Layden,,,,,
18824,unknown,,,Windy Stokes,,,,,
18825,unknown,Mexico,21st March 1972 (age 49),Cuije,,2000,,,
18826,unknown,Mexico,31st August 1988 (age 33),Antrax,,1996,,,
18827,Juan Pablo Miranda,Estado de México (Mexico),7th May ???,Mr. Flama,,2004,,,
18828,unknown,Mexico,4th May 1992 (age 29),H1N1,,2006,,,
18829,unknown,"Ciudad de México, Ciudad de México (Mexico)",2nd December 1987 (age 34),Nekro,,2006,,,
18830,unknown,"Oaxaca de Juárez, Oaxaca (Mexico)",,Kung Fu Panda,,,,,
18831,unknown,Estado de México (Mexico),12th December ???,Reyes Rosas,,,,,
18832,unknown,Mexico,,La Roca,,,,,
18833,unknown,Mexico,,Black Terror Jr.,,,,,
18835,unknown,Coahuila de Zaragoza (Mexico),17th July 1989 (age 32),El Ángel del Infierno,,,,,
18836,unknown,Coahuila de Zaragoza (Mexico),,Green Demon #2,,,,,
18838,unknown,"Tijuana, Baja California (Mexico)",,Pandillero #2,,,5'8'' (1.73 m),,
18839,unknown,Mexico,15th March 1968 (age 54),Pandillero #1,,,,,
18840,unknown,"Ciudad de México, Ciudad de México (Mexico)",20th April 1988 (age 33),Califa Jr.,,16th September 2005 (16 years ago),,,
18841,unknown,Mexico,,King Dragon,,,,,
18842,unknown,Mexico,,Memo Velázquez,,,,,
18843,unknown,"Kansas City, Missouri (United States of America)",17th January 1927 (age 95),Jack Crawford,,,,,
18844,unknown,Mexico,,El Chiqulin,,,,,
18845,unknown,Mexico,,Guerrero Dos Mil,,,,,
18846,unknown,"Tulancingo de Bravo, Hidalgo (Mexico)",24th November ???,Bacteria,,,,,
18847,Ofelio Jarquín Reyes,"Miahuatlán de Porfirio Díaz, Oaxaca (Mexico)",28th December 1980 (age 41),Casanova,141 lbs. (64 kg) at 5'5'' (1.65 m),30th April 1999 (22 years ago),,,
18849,unknown,Mexico,,Espada de Plata,,,,,
18850,unknown,Mexico,,Halcón Fire,,,,,
18851,unknown,Mexico,30th June 1979 (age 42),Octavio Rivero,,,,,
18852,unknown,"Ciudad de México, Ciudad de México (Mexico)",8th January ???,El Hijo del Médico Asesino,220 lbs. (100 kg) at 6'3'' (1.91 m),22nd March 2006 (15 years ago),,,
18853,unknown,Mexico,,Flama Infernal,,,,,
18857,Kyoji Horiguchi,"Takasaki, Gunma (Japan)",12th October 1990 (age 31),Kyoji Horiguchi,125 lbs. (57 kg) at 5'5'' (1.65 m),9th May 2010 (11 years ago),,,
18858,Zachary Todd Brewer,,5th April 1967,Todd Brewer,,,,26th April 2009,
18859,Ildemar Alcantara,Pará (Brazil),,Ildemar Alcantara,185 lbs. (84 kg) at 6'1'' (1.85 m),11th June 2005 (16 years ago),,,
18862,Jerry Hester,"Los Angeles, California (United States of America)",,Jim Starr,,,,,
18863,Duane Bailey,"Troutdale, Oregon (United States of America)",1947,Don Anderson,235 lbs. (107 kg) at 5'9'' (1.75 m),1969,,,
18864,Neil Carr,"Brantford, Ontario (Canada)",16th February 1959,Neil Carr,225 lbs. (102 kg) at 5'7'' (1.70 m),1985,,20th December 2010,
18865,unknown,Georgia (United States of America),26th September 1948,Barbara Owens ,,,,22nd September 2003,
18866,Jaime Enríquez,"Guadalajara, Jalisco (Mexico)",1972,Espectro #2 Jr.,,,,,
18867,unknown,Arizona (United States of America),,Mike Contreras,265 lbs. (120 kg) at 5'7'' (1.70 m),1980,,,
18868,unknown,,,Jimmy García,110 lbs. (50 kg) at 4'3'' (1.30 m),1976,,,
18869,unknown,,,Eddie López,220 lbs. (100 kg) at 5'8'' (1.73 m),1956,,,
18870,John Wall,"Jersey City, New Jersey (United States of America)",,John Ringer,255 lbs. (116 kg) at 6'3'' (1.91 m),1972,,22nd August 2012,
18871,unknown,Arizona (United States of America),,Barbara Star,160 lbs. (73 kg) at 5'0'' (1.52 m),1976,,,
18872,unknown,,,Tanya Stevens,165 lbs. (75 kg) at 5'8'' (1.73 m),1976,,,
18873,unknown,"Phoenix, Arizona (United States of America)",,Hercules Stevenson,220 lbs. (100 kg) at 6'0'' (1.83 m),1973,,,
18874,unknown,"Rogue River, Oregon (United States of America)",,Bob Yuma,225 lbs. (102 kg) at 6'0'' (1.83 m),,,23rd May 2006,
18877,unknown,Coahuila de Zaragoza (Mexico),,Ángel Volador,,,,,
18878,Rin Nakai,"Matsuyama, Ehime (Japan)",22nd October 1986 (age 35),Rin Nakai ,145 lbs. (66 kg) at 5'1'' (1.55 m),1st October 2006 (15 years ago),,,
18879,Mika Harigai,"Chiba, Chiba (Japan)",25th December 1982 (age 39),Mika Harigai ,135 lbs. (61 kg) at 5'2'' (1.57 m),,,,
18880,Amy Davis,"Idaho Falls, Idaho (United States of America)",12th May 1974 (age 47),Amy Davis ,105 lbs. (48 kg) at 5'4'' (1.63 m),14th October 2006 (15 years ago),,,
